Animal,File,Box,phase,subphase,component,freezing,motion
26,251210_SEFL21H2_B2_trauma_25_26 Box 2.wmv,2,trauma,shock,shock_8,0,1728.533333
27,251210_SEFL21H2_B2_trauma_27_28 Box 1.wmv,1,trauma,shock,shock_8,0,1974.5
28,251210_SEFL21H2_B2_trauma_27_28 Box 2.wmv,2,trauma,shock,shock_8,6.666666667,1459.566667
29,251210_SEFL21H2_B2_trauma_29_30 Box 1.wmv,1,trauma,shock,shock_8,3.333333333,2763.6
30,251210_SEFL21H2_B2_trauma_29_30 Box 2.wmv,2,trauma,shock,shock_8,3.333333333,2907.666667
31,251210_SEFL21H2_B2_trauma_31_32 Box 1.wmv,1,trauma,shock,shock_8,13.33333333,1328.9
32,251210_SEFL21H2_B2_trauma_31_32 Box 2.wmv,2,trauma,shock,shock_8,13.33333333,1687.8
33,251210_SEFL21H2_B2_trauma_33_34 Box 1.wmv,1,trauma,shock,shock_8,6.666666667,2509
34,251210_SEFL21H2_B2_trauma_33_34 Box 2.wmv,2,trauma,shock,shock_8,6.666666667,2379.3
35,251210_SEFL21H2_B2_trauma_35_36 Box 1.wmv,1,trauma,shock,shock_8,6.666666667,2531.266667
36,251210_SEFL21H2_B2_trauma_35_36 Box 2.wmv,2,trauma,shock,shock_8,6.666666667,1431.366667
37,251210_SEFL21H2_B2_trauma_37_38 Box 1.wmv,1,trauma,shock,shock_8,0,2349.533333
38,251210_SEFL21H2_B2_trauma_37_38 Box 2.wmv,2,trauma,shock,shock_8,0,1731.233333
21,251210_SEFL21H2_B2_trauma_21_22 Box 1.wmv,1,trauma,shock,shock_9,0,1953.7
22,251210_SEFL21H2_B2_trauma_21_22 Box 2.wmv,2,trauma,shock,shock_9,6.666666667,2643.2
23,251210_SEFL21H2_B2_trauma_23_24 Box 1.wmv,1,trauma,shock,shock_9,0,2481.966667
24,251210_SEFL21H2_B2_trauma_23_24 Box 2.wmv,2,trauma,shock,shock_9,6.666666667,2797.766667
25,251210_SEFL21H2_B2_trauma_25_26 Box 1.wmv,1,trauma,shock,shock_9,10,2761.866667
26,251210_SEFL21H2_B2_trauma_25_26 Box 2.wmv,2,trauma,shock,shock_9,0,2101.466667
27,251210_SEFL21H2_B2_trauma_27_28 Box 1.wmv,1,trauma,shock,shock_9,0,2196.733333
28,251210_SEFL21H2_B2_trauma_27_28 Box 2.wmv,2,trauma,shock,shock_9,0,1702.766667
29,251210_SEFL21H2_B2_trauma_29_30 Box 1.wmv,1,trauma,shock,shock_9,3.333333333,2818.033333
30,251210_SEFL21H2_B2_trauma_29_30 Box 2.wmv,2,trauma,shock,shock_9,6.666666667,2106.833333
31,251210_SEFL21H2_B2_trauma_31_32 Box 1.wmv,1,trauma,shock,shock_9,13.33333333,1902.9
32,251210_SEFL21H2_B2_trauma_31_32 Box 2.wmv,2,trauma,shock,shock_9,6.666666667,1586.9
33,251210_SEFL21H2_B2_trauma_33_34 Box 1.wmv,1,trauma,shock,shock_9,6.666666667,2777.8
34,251210_SEFL21H2_B2_trauma_33_34 Box 2.wmv,2,trauma,shock,shock_9,0,2121.5
35,251210_SEFL21H2_B2_trauma_35_36 Box 1.wmv,1,trauma,shock,shock_9,0,2460.6
36,251210_SEFL21H2_B2_trauma_35_36 Box 2.wmv,2,trauma,shock,shock_9,13.33333333,2019.233333
37,251210_SEFL21H2_B2_trauma_37_38 Box 1.wmv,1,trauma,shock,shock_9,6.666666667,2796.5
38,251210_SEFL21H2_B2_trauma_37_38 Box 2.wmv,2,trauma,shock,shock_9,0,2241.666667
21,251212_SEFL21H2_B2_traumatest_g1,1,traumatest,min,min01,3.67,78.38
21,251212_SEFL21H2_B2_traumatest_g1,1,traumatest,min,min02,5.28,191.01
21,251212_SEFL21H2_B2_traumatest_g1,1,traumatest,min,min03,3.78,168.21
21,251212_SEFL21H2_B2_traumatest_g1,1,traumatest,min,min04,7.22,116.57
21,251212_SEFL21H2_B2_traumatest_g1,1,traumatest,min,min05,20.11,96.01
21,251212_SEFL21H2_B2_traumatest_g1,1,traumatest,min,min06,6,181.68
21,251212_SEFL21H2_B2_traumatest_g1,1,traumatest,min,min07,2.94,163.68
21,251212_SEFL21H2_B2_traumatest_g1,1,traumatest,min,min08,4.22,137.36
21,251212_SEFL21H2_B2_traumatest_g1,1,traumatest,avg,avg,6.97,141.61
22,251212_SEFL21H2_B2_traumatest_g1,2,traumatest,min,min01,31.39,71.14
22,251212_SEFL21H2_B2_traumatest_g1,2,traumatest,min,min02,35.06,82.89
22,251212_SEFL21H2_B2_traumatest_g1,2,traumatest,min,min03,19.67,110.24
22,251212_SEFL21H2_B2_traumatest_g1,2,traumatest,min,min04,19.61,90.51
22,251212_SEFL21H2_B2_traumatest_g1,2,traumatest,min,min05,40.89,48.71
22,251212_SEFL21H2_B2_traumatest_g1,2,traumatest,min,min06,22.94,76.14
22,251212_SEFL21H2_B2_traumatest_g1,2,traumatest,min,min07,36.78,87.27
22,251212_SEFL21H2_B2_traumatest_g1,2,traumatest,min,min08,16.56,98.67
22,251212_SEFL21H2_B2_traumatest_g1,2,traumatest,avg,avg,28.04,83.2
23,251212_SEFL21H2_B2_traumatest_g1,3,traumatest,min,min01,12.22,47.29
23,251212_SEFL21H2_B2_traumatest_g1,3,traumatest,min,min02,19.94,51.36
23,251212_SEFL21H2_B2_traumatest_g1,3,traumatest,min,min03,22.22,22.24
23,251212_SEFL21H2_B2_traumatest_g1,3,traumatest,min,min04,22.94,54
23,251212_SEFL21H2_B2_traumatest_g1,3,traumatest,min,min05,3.56,177.72
23,251212_SEFL21H2_B2_traumatest_g1,3,traumatest,min,min06,8.28,144.6
23,251212_SEFL21H2_B2_traumatest_g1,3,traumatest,min,min07,13.56,100
23,251212_SEFL21H2_B2_traumatest_g1,3,traumatest,min,min08,9,117.12
23,251212_SEFL21H2_B2_traumatest_g1,3,traumatest,avg,avg,14.01,89.29
24,251212_SEFL21H2_B2_traumatest_g1,4,traumatest,min,min01,3.94,86.09
24,251212_SEFL21H2_B2_traumatest_g1,4,traumatest,min,min02,40.39,19.97
24,251212_SEFL21H2_B2_traumatest_g1,4,traumatest,min,min03,44.5,28.84
24,251212_SEFL21H2_B2_traumatest_g1,4,traumatest,min,min04,24,108.85
24,251212_SEFL21H2_B2_traumatest_g1,4,traumatest,min,min05,78,8.07
24,251212_SEFL21H2_B2_traumatest_g1,4,traumatest,min,min06,51.11,35.51
24,251212_SEFL21H2_B2_traumatest_g1,4,traumatest,min,min07,33.28,47.54
24,251212_SEFL21H2_B2_traumatest_g1,4,traumatest,min,min08,38.17,25.64
24,251212_SEFL21H2_B2_traumatest_g1,4,traumatest,avg,avg,39.23,45.06
25,251212_SEFL21H2_B2_traumatest_g2,1,traumatest,min,min01,30.61,77.86
25,251212_SEFL21H2_B2_traumatest_g2,1,traumatest,min,min02,38.72,75.78
25,251212_SEFL21H2_B2_traumatest_g2,1,traumatest,min,min03,71.72,23.85
25,251212_SEFL21H2_B2_traumatest_g2,1,traumatest,min,min04,72.61,30.66
25,251212_SEFL21H2_B2_traumatest_g2,1,traumatest,min,min05,49.22,71.5
25,251212_SEFL21H2_B2_traumatest_g2,1,traumatest,min,min06,78.11,18.33
25,251212_SEFL21H2_B2_traumatest_g2,1,traumatest,min,min07,91.33,5.95
25,251212_SEFL21H2_B2_traumatest_g2,1,traumatest,min,min08,57,26.41
25,251212_SEFL21H2_B2_traumatest_g2,1,traumatest,avg,avg,61.22,41.29
26,251212_SEFL21H2_B2_traumatest_g2,2,traumatest,min,min01,10.22,84.17
26,251212_SEFL21H2_B2_traumatest_g2,2,traumatest,min,min02,0,144.62
26,251212_SEFL21H2_B2_traumatest_g2,2,traumatest,min,min03,8.5,130.39
26,251212_SEFL21H2_B2_traumatest_g2,2,traumatest,min,min04,12.39,157.18
26,251212_SEFL21H2_B2_traumatest_g2,2,traumatest,min,min05,6.22,150.3
26,251212_SEFL21H2_B2_traumatest_g2,2,traumatest,min,min06,8.22,215.03
26,251212_SEFL21H2_B2_traumatest_g2,2,traumatest,min,min07,5.33,186.28
26,251212_SEFL21H2_B2_traumatest_g2,2,traumatest,min,min08,7.67,165.29
26,251212_SEFL21H2_B2_traumatest_g2,2,traumatest,avg,avg,7.32,154.16
27,251212_SEFL21H2_B2_traumatest_g2,3,traumatest,min,min01,0,243.18
27,251212_SEFL21H2_B2_traumatest_g2,3,traumatest,min,min02,3.78,144.49
27,251212_SEFL21H2_B2_traumatest_g2,3,traumatest,min,min03,13.06,137.72
27,251212_SEFL21H2_B2_traumatest_g2,3,traumatest,min,min04,5.39,109.8
27,251212_SEFL21H2_B2_traumatest_g2,3,traumatest,min,min05,9.17,186.71
27,251212_SEFL21H2_B2_traumatest_g2,3,traumatest,min,min06,6.61,115.2
27,251212_SEFL21H2_B2_traumatest_g2,3,traumatest,min,min07,13.39,127.35
27,251212_SEFL21H2_B2_traumatest_g2,3,traumatest,min,min08,12.83,110.45
27,251212_SEFL21H2_B2_traumatest_g2,3,traumatest,avg,avg,8.03,146.86
28,251212_SEFL21H2_B2_traumatest_g2,4,traumatest,min,min01,3.67,214.67
28,251212_SEFL21H2_B2_traumatest_g2,4,traumatest,min,min02,18.39,148.06
28,251212_SEFL21H2_B2_traumatest_g2,4,traumatest,min,min03,23.72,102.48
28,251212_SEFL21H2_B2_traumatest_g2,4,traumatest,min,min04,35.78,59.91
28,251212_SEFL21H2_B2_traumatest_g2,4,traumatest,min,min05,16.17,130.33
28,251212_SEFL21H2_B2_traumatest_g2,4,traumatest,min,min06,38.67,34.48
28,251212_SEFL21H2_B2_traumatest_g2,4,traumatest,min,min07,22.28,104.47
28,251212_SEFL21H2_B2_traumatest_g2,4,traumatest,min,min08,18.72,81.49
28,251212_SEFL21H2_B2_traumatest_g2,4,traumatest,avg,avg,22.43,109.49
29,251212_SEFL21H2_B2_traumatest_g3,1,traumatest,min,min01,17.06,134.41
29,251212_SEFL21H2_B2_traumatest_g3,1,traumatest,min,min02,47,72.27
29,251212_SEFL21H2_B2_traumatest_g3,1,traumatest,min,min03,55.72,53.46
29,251212_SEFL21H2_B2_traumatest_g3,1,traumatest,min,min04,50.56,34.65
29,251212_SEFL21H2_B2_traumatest_g3,1,traumatest,min,min05,72.5,11.03
29,251212_SEFL21H2_B2_traumatest_g3,1,traumatest,min,min06,92.67,1.76
29,251212_SEFL21H2_B2_traumatest_g3,1,traumatest,min,min07,49.83,23.22
29,251212_SEFL21H2_B2_traumatest_g3,1,traumatest,min,min08,76.56,6.03
29,251212_SEFL21H2_B2_traumatest_g3,1,traumatest,avg,avg,58.21,42.1
30,251212_SEFL21H2_B2_traumatest_g3,2,traumatest,min,min01,42.89,31.68
30,251212_SEFL21H2_B2_traumatest_g3,2,traumatest,min,min02,59,26.05
30,251212_SEFL21H2_B2_traumatest_g3,2,traumatest,min,min03,61,21.49
30,251212_SEFL21H2_B2_traumatest_g3,2,traumatest,min,min04,71.44,24.15
30,251212_SEFL21H2_B2_traumatest_g3,2,traumatest,min,min05,55.33,33.45
30,251212_SEFL21H2_B2_traumatest_g3,2,traumatest,min,min06,51.89,33.12
30,251212_SEFL21H2_B2_traumatest_g3,2,traumatest,min,min07,52.56,33.59
30,251212_SEFL21H2_B2_traumatest_g3,2,traumatest,min,min08,44.28,38.03
30,251212_SEFL21H2_B2_traumatest_g3,2,traumatest,avg,avg,55.08,30.2
31,251212_SEFL21H2_B2_traumatest_g3,4,traumatest,min,min01,10.56,125.18
31,251212_SEFL21H2_B2_traumatest_g3,4,traumatest,min,min02,23.17,59.24
31,251212_SEFL21H2_B2_traumatest_g3,4,traumatest,min,min03,18.94,135.26
31,251212_SEFL21H2_B2_traumatest_g3,4,traumatest,min,min04,14.22,147.82
31,251212_SEFL21H2_B2_traumatest_g3,4,traumatest,min,min05,22.44,94.19
31,251212_SEFL21H2_B2_traumatest_g3,4,traumatest,min,min06,6.44,173.55
31,251212_SEFL21H2_B2_traumatest_g3,4,traumatest,min,min07,15.78,123.14
31,251212_SEFL21H2_B2_traumatest_g3,4,traumatest,min,min08,11.61,104.62
31,251212_SEFL21H2_B2_traumatest_g3,4,traumatest,avg,avg,15.41,120.38
32,251212_SEFL21H2_B2_traumatest_g3,3,traumatest,min,min01,16.89,74.65
32,251212_SEFL21H2_B2_traumatest_g3,3,traumatest,min,min02,56.11,19.83
32,251212_SEFL21H2_B2_traumatest_g3,3,traumatest,min,min03,37.83,24.41
32,251212_SEFL21H2_B2_traumatest_g3,3,traumatest,min,min04,44.5,47.68
32,251212_SEFL21H2_B2_traumatest_g3,3,traumatest,min,min05,61.5,17.95
32,251212_SEFL21H2_B2_traumatest_g3,3,traumatest,min,min06,82.06,5.16
32,251212_SEFL21H2_B2_traumatest_g3,3,traumatest,min,min07,61.11,13.69
32,251212_SEFL21H2_B2_traumatest_g3,3,traumatest,min,min08,74.83,5.36
32,251212_SEFL21H2_B2_traumatest_g3,3,traumatest,avg,avg,54.43,26.09
33,251212_SEFL21H2_B2_traumatest_g4,1,traumatest,min,min01,32.72,13.34
33,251212_SEFL21H2_B2_traumatest_g4,1,traumatest,min,min02,29.61,33.09
33,251212_SEFL21H2_B2_traumatest_g4,1,traumatest,min,min03,59.06,19.16
33,251212_SEFL21H2_B2_traumatest_g4,1,traumatest,min,min04,9.83,152.21
33,251212_SEFL21H2_B2_traumatest_g4,1,traumatest,min,min05,16.17,103.12
33,251212_SEFL21H2_B2_traumatest_g4,1,traumatest,min,min06,10.33,121.81
33,251212_SEFL21H2_B2_traumatest_g4,1,traumatest,min,min07,23.28,86.49
33,251212_SEFL21H2_B2_traumatest_g4,1,traumatest,min,min08,17.44,134.01
33,251212_SEFL21H2_B2_traumatest_g4,1,traumatest,avg,avg,25.17,82.9
34,251212_SEFL21H2_B2_traumatest_g4,2,traumatest,min,min01,5.44,79.53
34,251212_SEFL21H2_B2_traumatest_g4,2,traumatest,min,min02,8.5,64.47
34,251212_SEFL21H2_B2_traumatest_g4,2,traumatest,min,min03,23.06,67.16
34,251212_SEFL21H2_B2_traumatest_g4,2,traumatest,min,min04,9.22,155.42
34,251212_SEFL21H2_B2_traumatest_g4,2,traumatest,min,min05,13.22,127.38
34,251212_SEFL21H2_B2_traumatest_g4,2,traumatest,min,min06,13,122.91
34,251212_SEFL21H2_B2_traumatest_g4,2,traumatest,min,min07,4,106.24
34,251212_SEFL21H2_B2_traumatest_g4,2,traumatest,min,min08,9.17,139.19
34,251212_SEFL21H2_B2_traumatest_g4,2,traumatest,avg,avg,10.7,107.79
35,251212_SEFL21H2_B2_traumatest_g4,3,traumatest,min,min01,3.83,70.49
35,251212_SEFL21H2_B2_traumatest_g4,3,traumatest,min,min02,0,79.57
35,251212_SEFL21H2_B2_traumatest_g4,3,traumatest,min,min03,10.22,42.83
35,251212_SEFL21H2_B2_traumatest_g4,3,traumatest,min,min04,12.67,109.43
35,251212_SEFL21H2_B2_traumatest_g4,3,traumatest,min,min05,1.78,158.6
35,251212_SEFL21H2_B2_traumatest_g4,3,traumatest,min,min06,4.67,104.73
35,251212_SEFL21H2_B2_traumatest_g4,3,traumatest,min,min07,4.78,155.74
35,251212_SEFL21H2_B2_traumatest_g4,3,traumatest,min,min08,10.83,89.99
35,251212_SEFL21H2_B2_traumatest_g4,3,traumatest,avg,avg,6.1,101.42
36,251212_SEFL21H2_B2_traumatest_g4,4,traumatest,min,min01,0,198.94
36,251212_SEFL21H2_B2_traumatest_g4,4,traumatest,min,min02,2.06,170.12
36,251212_SEFL21H2_B2_traumatest_g4,4,traumatest,min,min03,8.5,131.59
36,251212_SEFL21H2_B2_traumatest_g4,4,traumatest,min,min04,22.67,71.95
36,251212_SEFL21H2_B2_traumatest_g4,4,traumatest,min,min05,26.33,92.64
36,251212_SEFL21H2_B2_traumatest_g4,4,traumatest,min,min06,5.72,166.98
36,251212_SEFL21H2_B2_traumatest_g4,4,traumatest,min,min07,17.11,108.52
36,251212_SEFL21H2_B2_traumatest_g4,4,traumatest,min,min08,50.22,43.26
36,251212_SEFL21H2_B2_traumatest_g4,4,traumatest,avg,avg,16.58,123
37,251212_SEFL21H2_B2_traumatest_g5,2,traumatest,min,min01,8.28,149.51
37,251212_SEFL21H2_B2_traumatest_g5,2,traumatest,min,min02,19.33,123.2
37,251212_SEFL21H2_B2_traumatest_g5,2,traumatest,min,min03,9.5,175.09
37,251212_SEFL21H2_B2_traumatest_g5,2,traumatest,min,min04,27.67,64.42
37,251212_SEFL21H2_B2_traumatest_g5,2,traumatest,min,min05,39.72,48.8
37,251212_SEFL21H2_B2_traumatest_g5,2,traumatest,min,min06,9.11,110.37
37,251212_SEFL21H2_B2_traumatest_g5,2,traumatest,min,min07,24.89,83.23
37,251212_SEFL21H2_B2_traumatest_g5,2,traumatest,min,min08,44.33,30.41
37,251212_SEFL21H2_B2_traumatest_g5,2,traumatest,avg,avg,22.94,98.13
38,251212_SEFL21H2_B2_traumatest_g5,3,traumatest,min,min01,2,94.09
38,251212_SEFL21H2_B2_traumatest_g5,3,traumatest,min,min02,0,122.23
38,251212_SEFL21H2_B2_traumatest_g5,3,traumatest,min,min03,9.5,106.83
38,251212_SEFL21H2_B2_traumatest_g5,3,traumatest,min,min04,16,102.87
38,251212_SEFL21H2_B2_traumatest_g5,3,traumatest,min,min05,24.17,59.84
38,251212_SEFL21H2_B2_traumatest_g5,3,traumatest,min,min06,3.61,134.63
38,251212_SEFL21H2_B2_traumatest_g5,3,traumatest,min,min07,0,109.38
38,251212_SEFL21H2_B2_traumatest_g5,3,traumatest,min,min08,4.56,72.81
38,251212_SEFL21H2_B2_traumatest_g5,3,traumatest,avg,avg,7.48,100.34
21,251214_SEFL21H2__B2_S2_g1,1,mildstressor,prepost,bl,0.59,414.06
21,251214_SEFL21H2__B2_S2_g1,1,mildstressor,prepost,post,70.33,12.25
21,251214_SEFL21H2__B2_S2_g1,1,mildstressor,startle,startle_pre,0,311.48
21,251214_SEFL21H2__B2_S2_g1,1,mildstressor,startle,startle_startle,0,581.73
21,251214_SEFL21H2__B2_S2_g1,1,mildstressor,startle,startle_post,92.22,1.33
22,251214_SEFL21H2__B2_S2_g1,2,mildstressor,prepost,bl,2.28,266.31
22,251214_SEFL21H2__B2_S2_g1,2,mildstressor,prepost,post,31.67,55.4
22,251214_SEFL21H2__B2_S2_g1,2,mildstressor,startle,startle_pre,0,431.71
22,251214_SEFL21H2__B2_S2_g1,2,mildstressor,startle,startle_startle,0,557.11
22,251214_SEFL21H2__B2_S2_g1,2,mildstressor,startle,startle_post,0,89.9
23,251214_SEFL21H2__B2_S2_g1,3,mildstressor,prepost,bl,1.81,263.41
23,251214_SEFL21H2__B2_S2_g1,3,mildstressor,prepost,post,10,105.32
23,251214_SEFL21H2__B2_S2_g1,3,mildstressor,startle,startle_pre,0,13.81
23,251214_SEFL21H2__B2_S2_g1,3,mildstressor,startle,startle_startle,0,624.89
23,251214_SEFL21H2__B2_S2_g1,3,mildstressor,startle,startle_post,0,137.77
24,251214_SEFL21H2__B2_S2_g1,4,mildstressor,prepost,bl,0.76,373.15
24,251214_SEFL21H2__B2_S2_g1,4,mildstressor,prepost,post,19.33,113.81
24,251214_SEFL21H2__B2_S2_g1,4,mildstressor,startle,startle_pre,0,388.09
24,251214_SEFL21H2__B2_S2_g1,4,mildstressor,startle,startle_startle,0,700.89
24,251214_SEFL21H2__B2_S2_g1,4,mildstressor,startle,startle_post,64.44,14.51
25,251214_SEFL21H2__B2_S2_g2,1,mildstressor,prepost,bl,6.87,253.44
25,251214_SEFL21H2__B2_S2_g2,1,mildstressor,prepost,post,58.33,78.63
25,251214_SEFL21H2__B2_S2_g2,1,mildstressor,startle,startle_pre,0,188.1
25,251214_SEFL21H2__B2_S2_g2,1,mildstressor,startle,startle_startle,0,705.98
25,251214_SEFL21H2__B2_S2_g2,1,mildstressor,startle,startle_post,85.56,45.03
26,251214_SEFL21H2__B2_S2_g2,2,mildstressor,prepost,bl,0,357.37
26,251214_SEFL21H2__B2_S2_g2,2,mildstressor,prepost,post,45,103.64
26,251214_SEFL21H2__B2_S2_g2,2,mildstressor,startle,startle_pre,0,360.08
26,251214_SEFL21H2__B2_S2_g2,2,mildstressor,startle,startle_startle,0,521.14
26,251214_SEFL21H2__B2_S2_g2,2,mildstressor,startle,startle_post,38.89,57.78
27,251214_SEFL21H2__B2_S2_g2,3,mildstressor,prepost,bl,0,372.1
27,251214_SEFL21H2__B2_S2_g2,3,mildstressor,prepost,post,12.67,178.96
27,251214_SEFL21H2__B2_S2_g2,3,mildstressor,startle,startle_pre,0,142.79
27,251214_SEFL21H2__B2_S2_g2,3,mildstressor,startle,startle_startle,0,433.97
27,251214_SEFL21H2__B2_S2_g2,3,mildstressor,startle,startle_post,42.22,87.1
28,251214_SEFL21H2__B2_S2_g2,4,mildstressor,prepost,bl,0.56,415.64
28,251214_SEFL21H2__B2_S2_g2,4,mildstressor,prepost,post,0,182.85
28,251214_SEFL21H2__B2_S2_g2,4,mildstressor,startle,startle_pre,0,79.72
28,251214_SEFL21H2__B2_S2_g2,4,mildstressor,startle,startle_startle,0,728.4
28,251214_SEFL21H2__B2_S2_g2,4,mildstressor,startle,startle_post,0,263.39
29,251214_SEFL21H2__B2_S2_g3,1,mildstressor,prepost,bl,5.93,355.41
29,251214_SEFL21H2__B2_S2_g3,1,mildstressor,prepost,post,46,79.49
29,251214_SEFL21H2__B2_S2_g3,1,mildstressor,startle,startle_pre,41.11,50.38
29,251214_SEFL21H2__B2_S2_g3,1,mildstressor,startle,startle_startle,0,626.53
29,251214_SEFL21H2__B2_S2_g3,1,mildstressor,startle,startle_post,0,221.73
30,251214_SEFL21H2__B2_S2_g3,2,mildstressor,prepost,bl,13.35,208.41
30,251214_SEFL21H2__B2_S2_g3,2,mildstressor,prepost,post,66.33,33.29
30,251214_SEFL21H2__B2_S2_g3,2,mildstressor,startle,startle_pre,0,186.74
30,251214_SEFL21H2__B2_S2_g3,2,mildstressor,startle,startle_startle,0,577.44
30,251214_SEFL21H2__B2_S2_g3,2,mildstressor,startle,startle_post,42.22,67.13
31,251214_SEFL21H2__B2_S2_g3,3,mildstressor,prepost,bl,3.85,272.48
31,251214_SEFL21H2__B2_S2_g3,3,mildstressor,prepost,post,44.33,57.54
31,251214_SEFL21H2__B2_S2_g3,3,mildstressor,startle,startle_pre,0,506.61
31,251214_SEFL21H2__B2_S2_g3,3,mildstressor,startle,startle_startle,0,744.12
31,251214_SEFL21H2__B2_S2_g3,3,mildstressor,startle,startle_post,61.11,56.77
32,251214_SEFL21H2__B2_S2_g3,4,mildstressor,prepost,bl,3.98,258.2
32,251214_SEFL21H2__B2_S2_g3,4,mildstressor,prepost,post,44.67,27.55
32,251214_SEFL21H2__B2_S2_g3,4,mildstressor,startle,startle_pre,0,193.64
32,251214_SEFL21H2__B2_S2_g3,4,mildstressor,startle,startle_startle,0,639.03
32,251214_SEFL21H2__B2_S2_g3,4,mildstressor,startle,startle_post,0,37.88
33,251214_SEFL21H2__B2_S2_g4,1,mildstressor,prepost,bl,2.02,343.13
33,251214_SEFL21H2__B2_S2_g4,1,mildstressor,prepost,post,66,21.56
33,251214_SEFL21H2__B2_S2_g4,1,mildstressor,startle,startle_pre,0,184.42
33,251214_SEFL21H2__B2_S2_g4,1,mildstressor,startle,startle_startle,0,1041.87
33,251214_SEFL21H2__B2_S2_g4,1,mildstressor,startle,startle_post,90,8.1
34,251214_SEFL21H2__B2_S2_g4,2,mildstressor,prepost,bl,0.78,267.05
34,251214_SEFL21H2__B2_S2_g4,2,mildstressor,prepost,post,21.33,75.97
34,251214_SEFL21H2__B2_S2_g4,2,mildstressor,startle,startle_pre,0,334.98
34,251214_SEFL21H2__B2_S2_g4,2,mildstressor,startle,startle_startle,0,399.63
34,251214_SEFL21H2__B2_S2_g4,2,mildstressor,startle,startle_post,71.11,3.56
35,251214_SEFL21H2__B2_S2_g4,3,mildstressor,prepost,bl,0.7,267.75
35,251214_SEFL21H2__B2_S2_g4,3,mildstressor,prepost,post,27,219.5
35,251214_SEFL21H2__B2_S2_g4,3,mildstressor,startle,startle_pre,0,153.32
35,251214_SEFL21H2__B2_S2_g4,3,mildstressor,startle,startle_startle,0,1021.68
35,251214_SEFL21H2__B2_S2_g4,3,mildstressor,startle,startle_post,0,428.24
36,251214_SEFL21H2__B2_S2_g4,4,mildstressor,prepost,bl,0.72,361.88
36,251214_SEFL21H2__B2_S2_g4,4,mildstressor,prepost,post,40.67,43.37
36,251214_SEFL21H2__B2_S2_g4,4,mildstressor,startle,startle_pre,0,152.23
36,251214_SEFL21H2__B2_S2_g4,4,mildstressor,startle,startle_startle,0,582.98
36,251214_SEFL21H2__B2_S2_g4,4,mildstressor,startle,startle_post,53.33,76.08
37,251214_SEFL21H2__B2_S2_g5,2,mildstressor,prepost,bl,7.2,291.36
37,251214_SEFL21H2__B2_S2_g5,2,mildstressor,prepost,post,10.33,88.83
37,251214_SEFL21H2__B2_S2_g5,2,mildstressor,startle,startle_pre,0,205.24
37,251214_SEFL21H2__B2_S2_g5,2,mildstressor,startle,startle_startle,0,603.06
37,251214_SEFL21H2__B2_S2_g5,2,mildstressor,startle,startle_post,0,146.11
38,251214_SEFL21H2__B2_S2_g5,3,mildstressor,prepost,bl,4.72,189.9
38,251214_SEFL21H2__B2_S2_g5,3,mildstressor,prepost,post,11,81.41
38,251214_SEFL21H2__B2_S2_g5,3,mildstressor,startle,startle_pre,34.44,96.99
38,251214_SEFL21H2__B2_S2_g5,3,mildstressor,startle,startle_startle,0,388.67
38,251214_SEFL21H2__B2_S2_g5,3,mildstressor,startle,startle_post,0,20.11
21,251215_SEFL21H2_B2_S2recall_g1,1,sefltest,min,min01,2.39,326.71
21,251215_SEFL21H2_B2_S2recall_g1,1,sefltest,min,min02,5.83,172.81
21,251215_SEFL21H2_B2_S2recall_g1,1,sefltest,min,min03,13.89,203.41
21,251215_SEFL21H2_B2_S2recall_g1,1,sefltest,min,min04,24,152.31
21,251215_SEFL21H2_B2_S2recall_g1,1,sefltest,min,min05,18.61,245
21,251215_SEFL21H2_B2_S2recall_g1,1,sefltest,min,min06,10.56,188.5
21,251215_SEFL21H2_B2_S2recall_g1,1,sefltest,min,min07,16.5,274.38
21,251215_SEFL21H2_B2_S2recall_g1,1,sefltest,min,min08,14.89,149.6
21,251215_SEFL21H2_B2_S2recall_g1,1,sefltest,avg,avg,13.33,214.09
22,251215_SEFL21H2_B2_S2recall_g1,2,sefltest,min,min01,9.33,103.2
22,251215_SEFL21H2_B2_S2recall_g1,2,sefltest,min,min02,8.61,157.61
22,251215_SEFL21H2_B2_S2recall_g1,2,sefltest,min,min03,12.44,135.69
22,251215_SEFL21H2_B2_S2recall_g1,2,sefltest,min,min04,11.06,163.67
22,251215_SEFL21H2_B2_S2recall_g1,2,sefltest,min,min05,39.94,45.95
22,251215_SEFL21H2_B2_S2recall_g1,2,sefltest,min,min06,21.83,119.11
22,251215_SEFL21H2_B2_S2recall_g1,2,sefltest,min,min07,24.22,108.01
22,251215_SEFL21H2_B2_S2recall_g1,2,sefltest,min,min08,20.83,68.56
22,251215_SEFL21H2_B2_S2recall_g1,2,sefltest,avg,avg,18.92,112.72
23,251215_SEFL21H2_B2_S2recall_g1,3,sefltest,min,min01,8.11,113.98
23,251215_SEFL21H2_B2_S2recall_g1,3,sefltest,min,min02,36.78,24.1
23,251215_SEFL21H2_B2_S2recall_g1,3,sefltest,min,min03,18.67,75.96
23,251215_SEFL21H2_B2_S2recall_g1,3,sefltest,min,min04,34.61,38.67
23,251215_SEFL21H2_B2_S2recall_g1,3,sefltest,min,min05,19.78,74.52
23,251215_SEFL21H2_B2_S2recall_g1,3,sefltest,min,min06,14.06,69.97
