Animal,File,phase,subphase,bin,motion,freezing
1,240320_SEFL21G4d_trauma_g1,trauma,postshock,postshock05,17.26,62.33
1,240320_SEFL21G4d_trauma_g1,trauma,postshock,postshock06,14.13,58.33
1,240320_SEFL21G4d_trauma_g1,trauma,postshock,postshock07,39.66,70.33
1,240320_SEFL21G4d_trauma_g1,trauma,postshock,postshock08,12.26,67.67
1,240320_SEFL21G4d_trauma_g1,trauma,postshock,postshock09,14.32,76
1,240320_SEFL21G4d_trauma_g1,trauma,postshock,postshock10,4.42,90.5
1,240320_SEFL21G4d_trauma_g1,trauma,shock,shock01,1398.83,0
1,240320_SEFL21G4d_trauma_g1,trauma,shock,shock02,868,0
1,240320_SEFL21G4d_trauma_g1,trauma,shock,shock03,735.37,0
1,240320_SEFL21G4d_trauma_g1,trauma,shock,shock04,958.7,0
1,240320_SEFL21G4d_trauma_g1,trauma,shock,shock05,329.97,0
1,240320_SEFL21G4d_trauma_g1,trauma,shock,shock06,881.83,0
1,240320_SEFL21G4d_trauma_g1,trauma,shock,shock07,811.83,0
1,240320_SEFL21G4d_trauma_g1,trauma,shock,shock08,951.97,0
1,240320_SEFL21G4d_trauma_g1,trauma,shock,shock09,490.93,0
1,240320_SEFL21G4d_trauma_g1,trauma,shock,shock10,543.1,0
2,240320_SEFL21G4d_trauma_g1,trauma,baseline,baseline,243.25,2.23
2,240320_SEFL21G4d_trauma_g1,trauma,postshock,postshock01,128.68,5.67
2,240320_SEFL21G4d_trauma_g1,trauma,postshock,postshock02,34.72,41
2,240320_SEFL21G4d_trauma_g1,trauma,postshock,postshock03,11.09,76
2,240320_SEFL21G4d_trauma_g1,trauma,postshock,postshock04,22.53,71.83
2,240320_SEFL21G4d_trauma_g1,trauma,postshock,postshock05,7.29,87.17
2,240320_SEFL21G4d_trauma_g1,trauma,postshock,postshock06,40.55,49.67
2,240320_SEFL21G4d_trauma_g1,trauma,postshock,postshock07,16.14,85.83
2,240320_SEFL21G4d_trauma_g1,trauma,postshock,postshock08,10.66,71.67
2,240320_SEFL21G4d_trauma_g1,trauma,postshock,postshock09,8.54,82.17
2,240320_SEFL21G4d_trauma_g1,trauma,postshock,postshock10,4.21,85.83
2,240320_SEFL21G4d_trauma_g1,trauma,shock,shock01,1452.23,0
2,240320_SEFL21G4d_trauma_g1,trauma,shock,shock02,1784.2,0
2,240320_SEFL21G4d_trauma_g1,trauma,shock,shock03,1397.93,0
2,240320_SEFL21G4d_trauma_g1,trauma,shock,shock04,841.53,0
2,240320_SEFL21G4d_trauma_g1,trauma,shock,shock05,936,0
2,240320_SEFL21G4d_trauma_g1,trauma,shock,shock06,1252.43,0
2,240320_SEFL21G4d_trauma_g1,trauma,shock,shock07,956.73,0
2,240320_SEFL21G4d_trauma_g1,trauma,shock,shock08,1027.13,0
2,240320_SEFL21G4d_trauma_g1,trauma,shock,shock09,790.3,0
2,240320_SEFL21G4d_trauma_g1,trauma,shock,shock10,771.93,0
3,240320_SEFL21G4d_trauma_g1,trauma,baseline,baseline,192.33,1.01
3,240320_SEFL21G4d_trauma_g1,trauma,postshock,postshock01,85.31,12.5
3,240320_SEFL21G4d_trauma_g1,trauma,postshock,postshock02,14.9,57
3,240320_SEFL21G4d_trauma_g1,trauma,postshock,postshock03,6.59,80.33
3,240320_SEFL21G4d_trauma_g1,trauma,postshock,postshock04,54.14,54.5
3,240320_SEFL21G4d_trauma_g1,trauma,postshock,postshock05,5.81,77.33
3,240320_SEFL21G4d_trauma_g1,trauma,postshock,postshock06,9.43,88.83
3,240320_SEFL21G4d_trauma_g1,trauma,postshock,postshock07,27.93,61.17
3,240320_SEFL21G4d_trauma_g1,trauma,postshock,postshock08,40.78,64.33
3,240320_SEFL21G4d_trauma_g1,trauma,postshock,postshock09,25.07,82.5
3,240320_SEFL21G4d_trauma_g1,trauma,postshock,postshock10,6.23,80
3,240320_SEFL21G4d_trauma_g1,trauma,shock,shock01,1033.4,0
3,240320_SEFL21G4d_trauma_g1,trauma,shock,shock02,1554.17,0
3,240320_SEFL21G4d_trauma_g1,trauma,shock,shock03,720.47,0
3,240320_SEFL21G4d_trauma_g1,trauma,shock,shock04,743.93,0
3,240320_SEFL21G4d_trauma_g1,trauma,shock,shock05,668.03,0
3,240320_SEFL21G4d_trauma_g1,trauma,shock,shock06,756.77,0
3,240320_SEFL21G4d_trauma_g1,trauma,shock,shock07,711.5,0
3,240320_SEFL21G4d_trauma_g1,trauma,shock,shock08,1355.93,0
3,240320_SEFL21G4d_trauma_g1,trauma,shock,shock09,1038.47,0
3,240320_SEFL21G4d_trauma_g1,trauma,shock,shock10,1418.53,0
4,240320_SEFL21G4d_trauma_g1,trauma,baseline,baseline,248.26,1.5
4,240320_SEFL21G4d_trauma_g1,trauma,postshock,postshock01,88.42,6.67
4,240320_SEFL21G4d_trauma_g1,trauma,postshock,postshock02,100.05,29.5
4,240320_SEFL21G4d_trauma_g1,trauma,postshock,postshock03,55.24,49.67
4,240320_SEFL21G4d_trauma_g1,trauma,postshock,postshock04,15.6,70
4,240320_SEFL21G4d_trauma_g1,trauma,postshock,postshock05,19.23,62
4,240320_SEFL21G4d_trauma_g1,trauma,postshock,postshock06,24.62,44.17
4,240320_SEFL21G4d_trauma_g1,trauma,postshock,postshock07,0.14,100
4,240320_SEFL21G4d_trauma_g1,trauma,postshock,postshock08,39.58,70.33
4,240320_SEFL21G4d_trauma_g1,trauma,postshock,postshock09,38.42,62
4,240320_SEFL21G4d_trauma_g1,trauma,postshock,postshock10,25.1,74.67
4,240320_SEFL21G4d_trauma_g1,trauma,shock,shock01,1146.33,0
4,240320_SEFL21G4d_trauma_g1,trauma,shock,shock02,1051.47,0
4,240320_SEFL21G4d_trauma_g1,trauma,shock,shock03,824.57,0
4,240320_SEFL21G4d_trauma_g1,trauma,shock,shock04,926.27,0
4,240320_SEFL21G4d_trauma_g1,trauma,shock,shock05,400.73,0
4,240320_SEFL21G4d_trauma_g1,trauma,shock,shock06,695.27,0
4,240320_SEFL21G4d_trauma_g1,trauma,shock,shock07,849.33,0
4,240320_SEFL21G4d_trauma_g1,trauma,shock,shock08,886.33,0
4,240320_SEFL21G4d_trauma_g1,trauma,shock,shock09,1070.1,0
4,240320_SEFL21G4d_trauma_g1,trauma,shock,shock10,1064.07,0
5,240320_SEFL21G4d_trauma_g2,trauma,baseline,baseline,249.83,3.42
5,240320_SEFL21G4d_trauma_g2,trauma,postshock,postshock01,159.3,6
5,240320_SEFL21G4d_trauma_g2,trauma,postshock,postshock02,107.73,20.33
5,240320_SEFL21G4d_trauma_g2,trauma,postshock,postshock03,22.29,34
5,240320_SEFL21G4d_trauma_g2,trauma,postshock,postshock04,11.71,82.67
5,240320_SEFL21G4d_trauma_g2,trauma,postshock,postshock05,123.1,29
5,240320_SEFL21G4d_trauma_g2,trauma,postshock,postshock06,5.38,86.17
5,240320_SEFL21G4d_trauma_g2,trauma,postshock,postshock07,13.2,77
5,240320_SEFL21G4d_trauma_g2,trauma,postshock,postshock08,6.85,73.5
5,240320_SEFL21G4d_trauma_g2,trauma,postshock,postshock09,10.72,71.33
5,240320_SEFL21G4d_trauma_g2,trauma,postshock,postshock10,0.04,100
5,240320_SEFL21G4d_trauma_g2,trauma,shock,shock01,1059.03,0
5,240320_SEFL21G4d_trauma_g2,trauma,shock,shock02,1022.37,0
5,240320_SEFL21G4d_trauma_g2,trauma,shock,shock03,1453.63,0
5,240320_SEFL21G4d_trauma_g2,trauma,shock,shock04,837.93,0
5,240320_SEFL21G4d_trauma_g2,trauma,shock,shock05,873.73,0
5,240320_SEFL21G4d_trauma_g2,trauma,shock,shock06,930.6,0
5,240320_SEFL21G4d_trauma_g2,trauma,shock,shock07,701.77,0
5,240320_SEFL21G4d_trauma_g2,trauma,shock,shock08,447.37,0
5,240320_SEFL21G4d_trauma_g2,trauma,shock,shock09,893.33,0
5,240320_SEFL21G4d_trauma_g2,trauma,shock,shock10,770.37,0
6,240320_SEFL21G4d_trauma_g2,trauma,baseline,baseline,269.81,0.38
6,240320_SEFL21G4d_trauma_g2,trauma,postshock,postshock01,82.38,0
6,240320_SEFL21G4d_trauma_g2,trauma,postshock,postshock02,57.1,36.33
6,240320_SEFL21G4d_trauma_g2,trauma,postshock,postshock03,106.66,22.5
6,240320_SEFL21G4d_trauma_g2,trauma,postshock,postshock04,69.08,32
6,240320_SEFL21G4d_trauma_g2,trauma,postshock,postshock05,5.57,93
6,240320_SEFL21G4d_trauma_g2,trauma,postshock,postshock06,38.11,59
6,240320_SEFL21G4d_trauma_g2,trauma,postshock,postshock07,63.59,36.17
6,240320_SEFL21G4d_trauma_g2,trauma,postshock,postshock08,3.64,86.67
6,240320_SEFL21G4d_trauma_g2,trauma,postshock,postshock09,35.11,73.33
6,240320_SEFL21G4d_trauma_g2,trauma,postshock,postshock10,7.14,80
6,240320_SEFL21G4d_trauma_g2,trauma,shock,shock01,938.7,0
6,240320_SEFL21G4d_trauma_g2,trauma,shock,shock02,899.73,0
6,240320_SEFL21G4d_trauma_g2,trauma,shock,shock03,827.93,0
6,240320_SEFL21G4d_trauma_g2,trauma,shock,shock04,1421.13,0
6,240320_SEFL21G4d_trauma_g2,trauma,shock,shock05,1093.43,0
6,240320_SEFL21G4d_trauma_g2,trauma,shock,shock06,991.57,0
6,240320_SEFL21G4d_trauma_g2,trauma,shock,shock07,450.93,0
6,240320_SEFL21G4d_trauma_g2,trauma,shock,shock08,934.27,0
6,240320_SEFL21G4d_trauma_g2,trauma,shock,shock09,748.37,0
6,240320_SEFL21G4d_trauma_g2,trauma,shock,shock10,1168.47,0
7,240320_SEFL21G4d_trauma_g2,trauma,baseline,baseline,230.11,0
7,240320_SEFL21G4d_trauma_g2,trauma,postshock,postshock01,58.28,0
7,240320_SEFL21G4d_trauma_g2,trauma,postshock,postshock02,26.49,35.33
7,240320_SEFL21G4d_trauma_g2,trauma,postshock,postshock03,55.79,28
7,240320_SEFL21G4d_trauma_g2,trauma,postshock,postshock04,31.77,51.83
7,240320_SEFL21G4d_trauma_g2,trauma,postshock,postshock05,4.04,86
7,240320_SEFL21G4d_trauma_g2,trauma,postshock,postshock06,107.61,42.5
7,240320_SEFL21G4d_trauma_g2,trauma,postshock,postshock07,11.48,77
7,240320_SEFL21G4d_trauma_g2,trauma,postshock,postshock08,9.3,87.17
7,240320_SEFL21G4d_trauma_g2,trauma,postshock,postshock09,26.43,64
7,240320_SEFL21G4d_trauma_g2,trauma,postshock,postshock10,15.04,68.33
7,240320_SEFL21G4d_trauma_g2,trauma,shock,shock01,973.03,0
7,240320_SEFL21G4d_trauma_g2,trauma,shock,shock02,1195.4,0
7,240320_SEFL21G4d_trauma_g2,trauma,shock,shock03,1005.47,0
7,240320_SEFL21G4d_trauma_g2,trauma,shock,shock04,972.33,0
7,240320_SEFL21G4d_trauma_g2,trauma,shock,shock05,962.7,0
7,240320_SEFL21G4d_trauma_g2,trauma,shock,shock06,1442.83,0
7,240320_SEFL21G4d_trauma_g2,trauma,shock,shock07,1605.2,0
7,240320_SEFL21G4d_trauma_g2,trauma,shock,shock08,733.23,0
7,240320_SEFL21G4d_trauma_g2,trauma,shock,shock09,952.13,0
7,240320_SEFL21G4d_trauma_g2,trauma,shock,shock10,1107.47,0
8,240320_SEFL21G4d_trauma_g2,trauma,baseline,baseline,254.07,0.46
8,240320_SEFL21G4d_trauma_g2,trauma,postshock,postshock01,155.1,5.67
8,240320_SEFL21G4d_trauma_g2,trauma,postshock,postshock02,150.13,0
8,240320_SEFL21G4d_trauma_g2,trauma,postshock,postshock03,118.43,12.83
