Animal,TestNumber,Box,File,Location_Thresh,Use_Window,Window_Weight,Window_Size,Start_Frame,bin,range(f),Distance_px,Distance_cm
3,1,1,250606_10N6d_Loc1_03_04.avi,99,TRUE,0.9,100,0,14,"(390, 420)",90.34769734,17.74260245
5,1,1,250606_10N6d_Loc1_05_06.avi,99,TRUE,0.9,100,0,14,"(390, 420)",68.39534133,13.43156922
7,1,1,250606_10N6d_Loc1_07_08.avi,99,TRUE,0.9,100,0,14,"(390, 420)",14.701395,2.887079744
9,1,1,250606_10N6d_Loc1_09_10.avi,99,TRUE,0.9,100,0,14,"(390, 420)",17.10121099,3.35835884
11,1,1,250606_10N6d_Loc1_11_12.avi,99,TRUE,0.9,100,0,14,"(390, 420)",10.38830944,2.040070195
13,1,1,250606_10N6d_Loc1_13_14.avi,99,TRUE,0.9,100,0,14,"(390, 420)",22.18481059,4.356682973
15,1,1,250606_10N6d_Loc1_15_16.avi,99,TRUE,0.9,100,0,14,"(390, 420)",14.1932907,2.787297536
17,1,1,250606_10N6d_Loc1_17_18.avi,99,TRUE,0.9,100,0,14,"(390, 420)",14.27302889,2.80295663
19,1,1,250606_10N6d_Loc1_19_20.avi,99,TRUE,0.9,100,0,14,"(390, 420)",27.1429077,5.33036076
21,1,1,250606_10N6d_Loc1_21_22.avi,99,TRUE,0.9,100,0,14,"(390, 420)",7.892374018,1.549915036
23,1,1,250606_10N6d_Loc1_23_24.avi,99,TRUE,0.9,100,0,14,"(390, 420)",16.91571825,3.321931524
25,1,1,250606_10N6d_Loc1_25_26.avi,99,TRUE,0.9,100,0,14,"(390, 420)",9.517895401,1.869137114
27,1,1,250606_10N6d_Loc1_27_28.avi,99,TRUE,0.9,100,0,14,"(390, 420)",21.59437646,4.240732723
29,1,1,250606_10N6d_Loc1_29_30.avi,99,TRUE,0.9,100,0,14,"(390, 420)",62.95341185,12.36287578
31,1,1,250606_10N6d_Loc1_31_32.avi,99,TRUE,0.9,100,0,14,"(390, 420)",42.36476092,8.31964879
1,1,1,250606_10N6d_Loc1_01_02.avi,99,TRUE,0.9,100,0,15,"(420, 450)",20.26355834,3.97938487
3,1,1,250606_10N6d_Loc1_03_04.avi,99,TRUE,0.9,100,0,15,"(420, 450)",16.86444289,3.311862002
5,1,1,250606_10N6d_Loc1_05_06.avi,99,TRUE,0.9,100,0,15,"(420, 450)",60.53325595,11.8876023
7,1,1,250606_10N6d_Loc1_07_08.avi,99,TRUE,0.9,100,0,15,"(420, 450)",12.33116451,2.42161069
9,1,1,250606_10N6d_Loc1_09_10.avi,99,TRUE,0.9,100,0,15,"(420, 450)",15.12479846,2.970228286
11,1,1,250606_10N6d_Loc1_11_12.avi,99,TRUE,0.9,100,0,15,"(420, 450)",7.330574165,1.439588024
13,1,1,250606_10N6d_Loc1_13_14.avi,99,TRUE,0.9,100,0,15,"(420, 450)",24.69310313,4.849264839
15,1,1,250606_10N6d_Loc1_15_16.avi,99,TRUE,0.9,100,0,15,"(420, 450)",12.61963665,2.478261235
17,1,1,250606_10N6d_Loc1_17_18.avi,99,TRUE,0.9,100,0,15,"(420, 450)",15.99933611,3.141971167
19,1,1,250606_10N6d_Loc1_19_20.avi,99,TRUE,0.9,100,0,15,"(420, 450)",10.39041503,2.040483692
21,1,1,250606_10N6d_Loc1_21_22.avi,99,TRUE,0.9,100,0,15,"(420, 450)",9.897371696,1.943659179
23,1,1,250606_10N6d_Loc1_23_24.avi,99,TRUE,0.9,100,0,15,"(420, 450)",17.77226436,3.490141204
25,1,1,250606_10N6d_Loc1_25_26.avi,99,TRUE,0.9,100,0,15,"(420, 450)",13.6822517,2.68693901
27,1,1,250606_10N6d_Loc1_27_28.avi,99,TRUE,0.9,100,0,15,"(420, 450)",12.17567879,2.391076194
29,1,1,250606_10N6d_Loc1_29_30.avi,99,TRUE,0.9,100,0,15,"(420, 450)",39.45290429,7.747814464
31,1,1,250606_10N6d_Loc1_31_32.avi,99,TRUE,0.9,100,0,15,"(420, 450)",55.33850396,10.86744992
1,1,1,250606_10N6d_Loc1_01_02.avi,99,TRUE,0.9,100,0,16,"(450, 480)",12.37416965,2.430056096
3,1,1,250606_10N6d_Loc1_03_04.avi,99,TRUE,0.9,100,0,16,"(450, 480)",19.22325971,3.775089624
5,1,1,250606_10N6d_Loc1_05_06.avi,99,TRUE,0.9,100,0,16,"(450, 480)",9.570399761,1.879447991
7,1,1,250606_10N6d_Loc1_07_08.avi,99,TRUE,0.9,100,0,16,"(450, 480)",11.37599494,2.234033203
9,1,1,250606_10N6d_Loc1_09_10.avi,99,TRUE,0.9,100,0,16,"(450, 480)",18.07072555,3.548753414
11,1,1,250606_10N6d_Loc1_11_12.avi,99,TRUE,0.9,100,0,16,"(450, 480)",5.781911681,1.135459601
13,1,1,250606_10N6d_Loc1_13_14.avi,99,TRUE,0.9,100,0,16,"(450, 480)",48.80644546,9.584675472
15,1,1,250606_10N6d_Loc1_15_16.avi,99,TRUE,0.9,100,0,16,"(450, 480)",16.15713919,3.172960748
17,1,1,250606_10N6d_Loc1_17_18.avi,99,TRUE,0.9,100,0,16,"(450, 480)",64.70417868,12.70669373
19,1,1,250606_10N6d_Loc1_19_20.avi,99,TRUE,0.9,100,0,16,"(450, 480)",15.9185954,3.126115197
21,1,1,250606_10N6d_Loc1_21_22.avi,99,TRUE,0.9,100,0,16,"(450, 480)",18.32159922,3.598020324
23,1,1,250606_10N6d_Loc1_23_24.avi,99,TRUE,0.9,100,0,16,"(450, 480)",11.20312892,2.200085542
25,1,1,250606_10N6d_Loc1_25_26.avi,99,TRUE,0.9,100,0,16,"(450, 480)",19.3945747,3.808732691
27,1,1,250606_10N6d_Loc1_27_28.avi,99,TRUE,0.9,100,0,16,"(450, 480)",11.32209498,2.223448256
29,1,1,250606_10N6d_Loc1_29_30.avi,99,TRUE,0.9,100,0,16,"(450, 480)",21.95943427,4.312423269
31,1,1,250606_10N6d_Loc1_31_32.avi,99,TRUE,0.9,100,0,16,"(450, 480)",49.8819604,9.795886545
1,1,1,250606_10N6d_Loc1_01_02.avi,99,TRUE,0.9,100,0,17,"(480, 510)",12.60517261,2.475420769
3,1,1,250606_10N6d_Loc1_03_04.avi,99,TRUE,0.9,100,0,17,"(480, 510)",30.91184177,6.070509106
5,1,1,250606_10N6d_Loc1_05_06.avi,99,TRUE,0.9,100,0,17,"(480, 510)",13.72673295,2.695674297
7,1,1,250606_10N6d_Loc1_07_08.avi,99,TRUE,0.9,100,0,17,"(480, 510)",12.77015335,2.507819908
9,1,1,250606_10N6d_Loc1_09_10.avi,99,TRUE,0.9,100,0,17,"(480, 510)",28.02346796,5.503286368
11,1,1,250606_10N6d_Loc1_11_12.avi,99,TRUE,0.9,100,0,17,"(480, 510)",6.742475079,1.324096334
13,1,1,250606_10N6d_Loc1_13_14.avi,99,TRUE,0.9,100,0,17,"(480, 510)",27.40637236,5.382100304
15,1,1,250606_10N6d_Loc1_15_16.avi,99,TRUE,0.9,100,0,17,"(480, 510)",12.75597492,2.50503553
17,1,1,250606_10N6d_Loc1_17_18.avi,99,TRUE,0.9,100,0,17,"(480, 510)",69.32570122,13.61427455
19,1,1,250606_10N6d_Loc1_19_20.avi,99,TRUE,0.9,100,0,17,"(480, 510)",11.92807813,2.342452043
21,1,1,250606_10N6d_Loc1_21_22.avi,99,TRUE,0.9,100,0,17,"(480, 510)",13.20798462,2.593801803
23,1,1,250606_10N6d_Loc1_23_24.avi,99,TRUE,0.9,100,0,17,"(480, 510)",16.41492904,3.223585866
25,1,1,250606_10N6d_Loc1_25_26.avi,99,TRUE,0.9,100,0,17,"(480, 510)",12.07859289,2.372010333
27,1,1,250606_10N6d_Loc1_27_28.avi,99,TRUE,0.9,100,0,17,"(480, 510)",5.997905122,1.177876683
29,1,1,250606_10N6d_Loc1_29_30.avi,99,TRUE,0.9,100,0,17,"(480, 510)",30.77772978,6.044172012
31,1,1,250606_10N6d_Loc1_31_32.avi,99,TRUE,0.9,100,0,17,"(480, 510)",12.88161507,2.529708911
1,1,1,250606_10N6d_Loc1_01_02.avi,99,TRUE,0.9,100,0,18,"(510, 540)",11.07519918,2.174962526
3,1,1,250606_10N6d_Loc1_03_04.avi,99,TRUE,0.9,100,0,18,"(510, 540)",50.04540656,9.827984321
5,1,1,250606_10N6d_Loc1_05_06.avi,99,TRUE,0.9,100,0,18,"(510, 540)",12.24599568,2.404885119
7,1,1,250606_10N6d_Loc1_07_08.avi,99,TRUE,0.9,100,0,18,"(510, 540)",7.065539979,1.387540254
9,1,1,250606_10N6d_Loc1_09_10.avi,99,TRUE,0.9,100,0,18,"(510, 540)",10.47739403,2.057564745
11,1,1,250606_10N6d_Loc1_11_12.avi,99,TRUE,0.9,100,0,18,"(510, 540)",8.556320528,1.680301745
13,1,1,250606_10N6d_Loc1_13_14.avi,99,TRUE,0.9,100,0,18,"(510, 540)",34.42940019,6.761291964
15,1,1,250606_10N6d_Loc1_15_16.avi,99,TRUE,0.9,100,0,18,"(510, 540)",10.25846143,2.014570468
17,1,1,250606_10N6d_Loc1_17_18.avi,99,TRUE,0.9,100,0,18,"(510, 540)",11.21878342,2.203159792
19,1,1,250606_10N6d_Loc1_19_20.avi,99,TRUE,0.9,100,0,18,"(510, 540)",17.03599612,3.345551854
21,1,1,250606_10N6d_Loc1_21_22.avi,99,TRUE,0.9,100,0,18,"(510, 540)",19.60651532,3.850353876
23,1,1,250606_10N6d_Loc1_23_24.avi,99,TRUE,0.9,100,0,18,"(510, 540)",18.37802695,3.609101677
25,1,1,250606_10N6d_Loc1_25_26.avi,99,TRUE,0.9,100,0,18,"(510, 540)",32.81040877,6.44335225
27,1,1,250606_10N6d_Loc1_27_28.avi,99,TRUE,0.9,100,0,18,"(510, 540)",7.800533228,1.531879218
29,1,1,250606_10N6d_Loc1_29_30.avi,99,TRUE,0.9,100,0,18,"(510, 540)",21.29545575,4.182030272
31,1,1,250606_10N6d_Loc1_31_32.avi,99,TRUE,0.9,100,0,18,"(510, 540)",18.80694309,3.693332806
1,1,1,250606_10N6d_Loc1_01_02.avi,99,TRUE,0.9,100,0,19,"(540, 570)",10.94193511,2.148791949
3,1,1,250606_10N6d_Loc1_03_04.avi,99,TRUE,0.9,100,0,19,"(540, 570)",68.11927036,13.37735403
5,1,1,250606_10N6d_Loc1_05_06.avi,99,TRUE,0.9,100,0,19,"(540, 570)",9.038538906,1.77500044
7,1,1,250606_10N6d_Loc1_07_08.avi,99,TRUE,0.9,100,0,19,"(540, 570)",9.56012547,1.877430312
9,1,1,250606_10N6d_Loc1_09_10.avi,99,TRUE,0.9,100,0,19,"(540, 570)",32.48347925,6.379149391
11,1,1,250606_10N6d_Loc1_11_12.avi,99,TRUE,0.9,100,0,19,"(540, 570)",7.771939519,1.526263947
13,1,1,250606_10N6d_Loc1_13_14.avi,99,TRUE,0.9,100,0,19,"(540, 570)",18.53523788,3.63997497
15,1,1,250606_10N6d_Loc1_15_16.avi,99,TRUE,0.9,100,0,19,"(540, 570)",12.57244181,2.468993051
17,1,1,250606_10N6d_Loc1_17_18.avi,99,TRUE,0.9,100,0,19,"(540, 570)",13.05417272,2.563596015
19,1,1,250606_10N6d_Loc1_19_20.avi,99,TRUE,0.9,100,0,19,"(540, 570)",35.69017713,7.008885038
21,1,1,250606_10N6d_Loc1_21_22.avi,99,TRUE,0.9,100,0,19,"(540, 570)",13.66855483,2.684249202
23,1,1,250606_10N6d_Loc1_23_24.avi,99,TRUE,0.9,100,0,19,"(540, 570)",94.24899465,18.50874446
25,1,1,250606_10N6d_Loc1_25_26.avi,99,TRUE,0.9,100,0,19,"(540, 570)",42.31070094,8.309032417
27,1,1,250606_10N6d_Loc1_27_28.avi,99,TRUE,0.9,100,0,19,"(540, 570)",8.363284814,1.642393132
29,1,1,250606_10N6d_Loc1_29_30.avi,99,TRUE,0.9,100,0,19,"(540, 570)",98.68278345,19.37945788
31,1,1,250606_10N6d_Loc1_31_32.avi,99,TRUE,0.9,100,0,19,"(540, 570)",21.95876769,4.312292364
1,1,1,250606_10N6d_Loc1_01_02.avi,99,TRUE,0.9,100,0,20,"(570, 600)",8.013761199,1.573753214
3,1,1,250606_10N6d_Loc1_03_04.avi,99,TRUE,0.9,100,0,20,"(570, 600)",52.89571902,10.38773252
5,1,1,250606_10N6d_Loc1_05_06.avi,99,TRUE,0.9,100,0,20,"(570, 600)",15.88642699,3.119797921
7,1,1,250606_10N6d_Loc1_07_08.avi,99,TRUE,0.9,100,0,20,"(570, 600)",7.857572429,1.543080653
9,1,1,250606_10N6d_Loc1_09_10.avi,99,TRUE,0.9,100,0,20,"(570, 600)",45.45857531,8.927216225
11,1,1,250606_10N6d_Loc1_11_12.avi,99,TRUE,0.9,100,0,20,"(570, 600)",8.054446194,1.581742988
13,1,1,250606_10N6d_Loc1_13_14.avi,99,TRUE,0.9,100,0,20,"(570, 600)",19.43443322,3.816560163
15,1,1,250606_10N6d_Loc1_15_16.avi,99,TRUE,0.9,100,0,20,"(570, 600)",19.49619456,3.828688938
17,1,1,250606_10N6d_Loc1_17_18.avi,99,TRUE,0.9,100,0,20,"(570, 600)",16.2022167,3.18181313
19,1,1,250606_10N6d_Loc1_19_20.avi,99,TRUE,0.9,100,0,20,"(570, 600)",35.15222296,6.903240874
21,1,1,250606_10N6d_Loc1_21_22.avi,99,TRUE,0.9,100,0,20,"(570, 600)",14.74375376,2.895398214
23,1,1,250606_10N6d_Loc1_23_24.avi,99,TRUE,0.9,100,0,20,"(570, 600)",49.40830521,9.7028695
25,1,1,250606_10N6d_Loc1_25_26.avi,99,TRUE,0.9,100,0,20,"(570, 600)",18.227167,3.579475596
27,1,1,250606_10N6d_Loc1_27_28.avi,99,TRUE,0.9,100,0,20,"(570, 600)",7.252784154,1.424311517
29,1,1,250606_10N6d_Loc1_29_30.avi,99,TRUE,0.9,100,0,20,"(570, 600)",24.7835272,4.86702244
31,1,1,250606_10N6d_Loc1_31_32.avi,99,TRUE,0.9,100,0,20,"(570, 600)",35.9170941,7.053447297
1,1,1,250606_10N6d_Loc1_01_02.avi,99,TRUE,0.9,100,0,21,"(600, 630)",8.108272146,1.592313401
3,1,1,250606_10N6d_Loc1_03_04.avi,99,TRUE,0.9,100,0,21,"(600, 630)",26.41119517,5.186666067
5,1,1,250606_10N6d_Loc1_05_06.avi,99,TRUE,0.9,100,0,21,"(600, 630)",30.81376377,6.051248416
7,1,1,250606_10N6d_Loc1_07_08.avi,99,TRUE,0.9,100,0,21,"(600, 630)",6.399727678,1.256787138
9,1,1,250606_10N6d_Loc1_09_10.avi,99,TRUE,0.9,100,0,21,"(600, 630)",23.93444174,4.700277893
11,1,1,250606_10N6d_Loc1_11_12.avi,99,TRUE,0.9,100,0,21,"(600, 630)",5.13425377,1.008271668
13,1,1,250606_10N6d_Loc1_13_14.avi,99,TRUE,0.9,100,0,21,"(600, 630)",15.75597934,3.094180436
15,1,1,250606_10N6d_Loc1_15_16.avi,99,TRUE,0.9,100,0,21,"(600, 630)",11.9318544,2.343193633
17,1,1,250606_10N6d_Loc1_17_18.avi,99,TRUE,0.9,100,0,21,"(600, 630)",60.19152052,11.82049184
19,1,1,250606_10N6d_Loc1_19_20.avi,99,TRUE,0.9,100,0,21,"(600, 630)",117.3438063,23.04413467
21,1,1,250606_10N6d_Loc1_21_22.avi,99,TRUE,0.9,100,0,21,"(600, 630)",6.032840357,1.184737312
23,1,1,250606_10N6d_Loc1_23_24.avi,99,TRUE,0.9,100,0,21,"(600, 630)",37.16619971,7.298748338
25,1,1,250606_10N6d_Loc1_25_26.avi,99,TRUE,0.9,100,0,21,"(600, 630)",20.98975208,4.121995773
27,1,1,250606_10N6d_Loc1_27_28.avi,99,TRUE,0.9,100,0,21,"(600, 630)",34.33729809,6.74320483
29,1,1,250606_10N6d_Loc1_29_30.avi,99,TRUE,0.9,100,0,21,"(600, 630)",14.09990281,2.768957898
31,1,1,250606_10N6d_Loc1_31_32.avi,99,TRUE,0.9,100,0,21,"(600, 630)",30.42200798,5.974314886
1,1,1,250606_10N6d_Loc1_01_02.avi,99,TRUE,0.9,100,0,22,"(630, 660)",10.75759357,2.112590709
3,1,1,250606_10N6d_Loc1_03_04.avi,99,TRUE,0.9,100,0,22,"(630, 660)",35.03122403,6.879478941
5,1,1,250606_10N6d_Loc1_05_06.avi,99,TRUE,0.9,100,0,22,"(630, 660)",18.89976071,3.711560454
7,1,1,250606_10N6d_Loc1_07_08.avi,99,TRUE,0.9,100,0,22,"(630, 660)",6.282709319,1.233806915
9,1,1,250606_10N6d_Loc1_09_10.avi,99,TRUE,0.9,100,0,22,"(630, 660)",34.67683576,6.809883695
11,1,1,250606_10N6d_Loc1_11_12.avi,99,TRUE,0.9,100,0,22,"(630, 660)",5.086038537,0.998803096
13,1,1,250606_10N6d_Loc1_13_14.avi,99,TRUE,0.9,100,0,22,"(630, 660)",9.627012336,1.890565644
15,1,1,250606_10N6d_Loc1_15_16.avi,99,TRUE,0.9,100,0,22,"(630, 660)",12.52838506,2.460341126
17,1,1,250606_10N6d_Loc1_17_18.avi,99,TRUE,0.9,100,0,22,"(630, 660)",47.15397397,9.260160896
19,1,1,250606_10N6d_Loc1_19_20.avi,99,TRUE,0.9,100,0,22,"(630, 660)",94.30445125,18.51963511
21,1,1,250606_10N6d_Loc1_21_22.avi,99,TRUE,0.9,100,0,22,"(630, 660)",12.84634905,2.522783323
23,1,1,250606_10N6d_Loc1_23_24.avi,99,TRUE,0.9,100,0,22,"(630, 660)",50.94261786,10.00417988
25,1,1,250606_10N6d_Loc1_25_26.avi,99,TRUE,0.9,100,0,22,"(630, 660)",15.25704381,2.996198806
27,1,1,250606_10N6d_Loc1_27_28.avi,99,TRUE,0.9,100,0,22,"(630, 660)",13.46558477,2.644389667
29,1,1,250606_10N6d_Loc1_29_30.avi,99,TRUE,0.9,100,0,22,"(630, 660)",16.96378376,3.331370694
31,1,1,250606_10N6d_Loc1_31_32.avi,99,TRUE,0.9,100,0,22,"(630, 660)",6.834345821,1.342138034
1,1,1,250606_10N6d_Loc1_01_02.avi,99,TRUE,0.9,100,0,23,"(660, 690)",7.246115608,1.423001939
3,1,1,250606_10N6d_Loc1_03_04.avi,99,TRUE,0.9,100,0,23,"(660, 690)",43.21013075,8.485663655
5,1,1,250606_10N6d_Loc1_05_06.avi,99,TRUE,0.9,100,0,23,"(660, 690)",35.02760581,6.87876839
7,1,1,250606_10N6d_Loc1_07_08.avi,99,TRUE,0.9,100,0,23,"(660, 690)",13.40347048,2.63219158
9,1,1,250606_10N6d_Loc1_09_10.avi,99,TRUE,0.9,100,0,23,"(660, 690)",27.09036207,5.320041778
11,1,1,250606_10N6d_Loc1_11_12.avi,99,TRUE,0.9,100,0,23,"(660, 690)",8.776881311,1.723615769
13,1,1,250606_10N6d_Loc1_13_14.avi,99,TRUE,0.9,100,0,23,"(660, 690)",32.7655728,6.434547301
15,1,1,250606_10N6d_Loc1_15_16.avi,99,TRUE,0.9,100,0,23,"(660, 690)",10.01572115,1.966900804
17,1,1,250606_10N6d_Loc1_17_18.avi,99,TRUE,0.9,100,0,23,"(660, 690)",17.90302584,3.515820319
19,1,1,250606_10N6d_Loc1_19_20.avi,99,TRUE,0.9,100,0,23,"(660, 690)",40.7185603,7.996365694
21,1,1,250606_10N6d_Loc1_21_22.avi,99,TRUE,0.9,100,0,23,"(660, 690)",22.81826004,4.481080629
23,1,1,250606_10N6d_Loc1_23_24.avi,99,TRUE,0.9,100,0,23,"(660, 690)",57.83768473,11.3582424
25,1,1,250606_10N6d_Loc1_25_26.avi,99,TRUE,0.9,100,0,23,"(660, 690)",16.54777777,3.249674879
27,1,1,250606_10N6d_Loc1_27_28.avi,99,TRUE,0.9,100,0,23,"(660, 690)",13.1654469,2.585448188
29,1,1,250606_10N6d_Loc1_29_30.avi,99,TRUE,0.9,100,0,23,"(660, 690)",14.50958469,2.849411776
31,1,1,250606_10N6d_Loc1_31_32.avi,99,TRUE,0.9,100,0,23,"(660, 690)",32.05184516,6.294384506
1,1,1,250606_10N6d_Loc1_01_02.avi,99,TRUE,0.9,100,0,24,"(690, 720)",8.980688321,1.763639664
3,1,1,250606_10N6d_Loc1_03_04.avi,99,TRUE,0.9,100,0,24,"(690, 720)",58.90343837,11.56753653
5,1,1,250606_10N6d_Loc1_05_06.avi,99,TRUE,0.9,100,0,24,"(690, 720)",84.48550123,16.59137648
7,1,1,250606_10N6d_Loc1_07_08.avi,99,TRUE,0.9,100,0,24,"(690, 720)",12.56388797,2.467313235
9,1,1,250606_10N6d_Loc1_09_10.avi,99,TRUE,0.9,100,0,24,"(690, 720)",18.02179518,3.539144402
11,1,1,250606_10N6d_Loc1_11_12.avi,99,TRUE,0.9,100,0,24,"(690, 720)",7.925987563,1.556516109
13,1,1,250606_10N6d_Loc1_13_14.avi,99,TRUE,0.9,100,0,24,"(690, 720)",32.18639484,6.320807554
15,1,1,250606_10N6d_Loc1_15_16.avi,99,TRUE,0.9,100,0,24,"(690, 720)",8.975679542,1.762656033
17,1,1,250606_10N6d_Loc1_17_18.avi,99,TRUE,0.9,100,0,24,"(690, 720)",28.72704228,5.641455241
19,1,1,250606_10N6d_Loc1_19_20.avi,99,TRUE,0.9,100,0,24,"(690, 720)",36.48568614,7.165108168
21,1,1,250606_10N6d_Loc1_21_22.avi,99,TRUE,0.9,100,0,24,"(690, 720)",24.19093848,4.750649069
23,1,1,250606_10N6d_Loc1_23_24.avi,99,TRUE,0.9,100,0,24,"(690, 720)",15.30552684,3.005719967
25,1,1,250606_10N6d_Loc1_25_26.avi,99,TRUE,0.9,100,0,24,"(690, 720)",15.57614646,3.058864614
27,1,1,250606_10N6d_Loc1_27_28.avi,99,TRUE,0.9,100,0,24,"(690, 720)",16.40809391,3.222243575
29,1,1,250606_10N6d_Loc1_29_30.avi,99,TRUE,0.9,100,0,24,"(690, 720)",13.67680599,2.685869575
31,1,1,250606_10N6d_Loc1_31_32.avi,99,TRUE,0.9,100,0,24,"(690, 720)",17.05099209,3.348496783
1,1,1,250606_10N6d_Loc1_01_02.avi,99,TRUE,0.9,100,0,25,"(720, 750)",7.538893727,1.4804981
3,1,1,250606_10N6d_Loc1_03_04.avi,99,TRUE,0.9,100,0,25,"(720, 750)",63.55730414,12.48146896
5,1,1,250606_10N6d_Loc1_05_06.avi,99,TRUE,0.9,100,0,25,"(720, 750)",16.3513322,3.211096632
7,1,1,250606_10N6d_Loc1_07_08.avi,99,TRUE,0.9,100,0,25,"(720, 750)",9.360690412,1.838264986
9,1,1,250606_10N6d_Loc1_09_10.avi,99,TRUE,0.9,100,0,25,"(720, 750)",13.85739201,2.7213333
11,1,1,250606_10N6d_Loc1_11_12.avi,99,TRUE,0.9,100,0,25,"(720, 750)",5.028474735,0.987498639
13,1,1,250606_10N6d_Loc1_13_14.avi,99,TRUE,0.9,100,0,25,"(720, 750)",52.79195354,10.36735492
15,1,1,250606_10N6d_Loc1_15_16.avi,99,TRUE,0.9,100,0,25,"(720, 750)",10.34282982,2.031138845
17,1,1,250606_10N6d_Loc1_17_18.avi,99,TRUE,0.9,100,0,25,"(720, 750)",21.81242903,4.28355418
19,1,1,250606_10N6d_Loc1_19_20.avi,99,TRUE,0.9,100,0,25,"(720, 750)",19.59706336,3.848497688
21,1,1,250606_10N6d_Loc1_21_22.avi,99,TRUE,0.9,100,0,25,"(720, 750)",63.63204406,12.49614649
23,1,1,250606_10N6d_Loc1_23_24.avi,99,TRUE,0.9,100,0,25,"(720, 750)",18.07835029,3.550250771
25,1,1,250606_10N6d_Loc1_25_26.avi,99,TRUE,0.9,100,0,25,"(720, 750)",53.03595993,10.41527322
27,1,1,250606_10N6d_Loc1_27_28.avi,99,TRUE,0.9,100,0,25,"(720, 750)",8.788665041,1.725929874
29,1,1,250606_10N6d_Loc1_29_30.avi,99,TRUE,0.9,100,0,25,"(720, 750)",32.93729311,6.468269967
31,1,1,250606_10N6d_Loc1_31_32.avi,99,TRUE,0.9,100,0,25,"(720, 750)",7.76267072,1.524443728
1,1,1,250606_10N6d_Loc1_01_02.avi,99,TRUE,0.9,100,0,26,"(750, 780)",10.22065525,2.007146039
3,1,1,250606_10N6d_Loc1_03_04.avi,99,TRUE,0.9,100,0,26,"(750, 780)",21.71564553,4.264547707
5,1,1,250606_10N6d_Loc1_05_06.avi,99,TRUE,0.9,100,0,26,"(750, 780)",10.60239069,2.082111759
7,1,1,250606_10N6d_Loc1_07_08.avi,99,TRUE,0.9,100,0,26,"(750, 780)",11.80675635,2.318626708
9,1,1,250606_10N6d_Loc1_09_10.avi,99,TRUE,0.9,100,0,26,"(750, 780)",47.69490847,9.366390342
11,1,1,250606_10N6d_Loc1_11_12.avi,99,TRUE,0.9,100,0,26,"(750, 780)",7.605624726,1.493602824
13,1,1,250606_10N6d_Loc1_13_14.avi,99,TRUE,0.9,100,0,26,"(750, 780)",44.18225943,8.676571592
15,1,1,250606_10N6d_Loc1_15_16.avi,99,TRUE,0.9,100,0,26,"(750, 780)",13.99028795,2.747431583
17,1,1,250606_10N6d_Loc1_17_18.avi,99,TRUE,0.9,100,0,26,"(750, 780)",21.61259351,4.244310213
19,1,1,250606_10N6d_Loc1_19_20.avi,99,TRUE,0.9,100,0,26,"(750, 780)",14.68079944,2.88303516
21,1,1,250606_10N6d_Loc1_21_22.avi,99,TRUE,0.9,100,0,26,"(750, 780)",20.56237656,4.038067195
23,1,1,250606_10N6d_Loc1_23_24.avi,99,TRUE,0.9,100,0,26,"(750, 780)",56.37047839,11.07011044
25,1,1,250606_10N6d_Loc1_25_26.avi,99,TRUE,0.9,100,0,26,"(750, 780)",49.20701866,9.663340577
27,1,1,250606_10N6d_Loc1_27_28.avi,99,TRUE,0.9,100,0,26,"(750, 780)",16.37207602,3.215170331
29,1,1,250606_10N6d_Loc1_29_30.avi,99,TRUE,0.9,100,0,26,"(750, 780)",103.6431848,20.35358817
31,1,1,250606_10N6d_Loc1_31_32.avi,99,TRUE,0.9,100,0,26,"(750, 780)",5.614091691,1.102502885
1,1,1,250606_10N6d_Loc1_01_02.avi,99,TRUE,0.9,100,0,27,"(780, 810)",12.13443632,2.382976941
3,1,1,250606_10N6d_Loc1_03_04.avi,99,TRUE,0.9,100,0,27,"(780, 810)",42.37201925,8.321074189
5,1,1,250606_10N6d_Loc1_05_06.avi,99,TRUE,0.9,100,0,27,"(780, 810)",10.31637605,2.025943819
7,1,1,250606_10N6d_Loc1_07_08.avi,99,TRUE,0.9,100,0,27,"(780, 810)",13.07402263,2.567494167
9,1,1,250606_10N6d_Loc1_09_10.avi,99,TRUE,0.9,100,0,27,"(780, 810)",46.79892636,9.190436169
11,1,1,250606_10N6d_Loc1_11_12.avi,99,TRUE,0.9,100,0,27,"(780, 810)",6.463781567,1.269366127
13,1,1,250606_10N6d_Loc1_13_14.avi,99,TRUE,0.9,100,0,27,"(780, 810)",19.81045138,3.890403115
15,1,1,250606_10N6d_Loc1_15_16.avi,99,TRUE,0.9,100,0,27,"(780, 810)",7.86863836,1.545253795
17,1,1,250606_10N6d_Loc1_17_18.avi,99,TRUE,0.9,100,0,27,"(780, 810)",13.59444318,2.669695055
19,1,1,250606_10N6d_Loc1_19_20.avi,99,TRUE,0.9,100,0,27,"(780, 810)",20.90771364,4.105884956
21,1,1,250606_10N6d_Loc1_21_22.avi,99,TRUE,0.9,100,0,27,"(780, 810)",26.07139076,5.11993482
23,1,1,250606_10N6d_Loc1_23_24.avi,99,TRUE,0.9,100,0,27,"(780, 810)",60.25284774,11.83253536
25,1,1,250606_10N6d_Loc1_25_26.avi,99,TRUE,0.9,100,0,27,"(780, 810)",14.55242588,2.857824988
27,1,1,250606_10N6d_Loc1_27_28.avi,99,TRUE,0.9,100,0,27,"(780, 810)",60.14894673,11.81213114
