Animal,File,phase,subphase,component,freezing,motion
11,240331_SEFL21H_novstressor_g3,mildstressor,startle,startle_post,55.56,115.41
12,240331_SEFL21H_novstressor_g3,mildstressor,prepost,bl,1.48,360.81
12,240331_SEFL21H_novstressor_g3,mildstressor,prepost,post,41.67,58.08
12,240331_SEFL21H_novstressor_g3,mildstressor,startle,startle_pre,0,265.7
12,240331_SEFL21H_novstressor_g3,mildstressor,startle,startle_startle,0,722.88
12,240331_SEFL21H_novstressor_g3,mildstressor,startle,startle_post,56.67,71.49
13,240331_SEFL21H_novstressor_g4,mildstressor,prepost,bl,0.74,367.35
13,240331_SEFL21H_novstressor_g4,mildstressor,prepost,post,62.33,67.14
13,240331_SEFL21H_novstressor_g4,mildstressor,startle,startle_pre,0,538.14
13,240331_SEFL21H_novstressor_g4,mildstressor,startle,startle_startle,0,686.57
13,240331_SEFL21H_novstressor_g4,mildstressor,startle,startle_post,85.56,38.68
14,240331_SEFL21H_novstressor_g4,mildstressor,prepost,bl,1.11,422.68
14,240331_SEFL21H_novstressor_g4,mildstressor,prepost,post,0,160.31
14,240331_SEFL21H_novstressor_g4,mildstressor,startle,startle_pre,0,148.77
14,240331_SEFL21H_novstressor_g4,mildstressor,startle,startle_startle,0,335.53
14,240331_SEFL21H_novstressor_g4,mildstressor,startle,startle_post,0,52.98
15,240331_SEFL21H_novstressor_g4,mildstressor,prepost,bl,3.85,259.22
15,240331_SEFL21H_novstressor_g4,mildstressor,prepost,post,57.67,100.83
15,240331_SEFL21H_novstressor_g4,mildstressor,startle,startle_pre,0,235.96
15,240331_SEFL21H_novstressor_g4,mildstressor,startle,startle_startle,0,506.58
15,240331_SEFL21H_novstressor_g4,mildstressor,startle,startle_post,51.11,192.04
16,240331_SEFL21H_novstressor_g4,mildstressor,prepost,bl,0,590.94
16,240331_SEFL21H_novstressor_g4,mildstressor,prepost,post,0,545.31
16,240331_SEFL21H_novstressor_g4,mildstressor,startle,startle_pre,0,61.91
16,240331_SEFL21H_novstressor_g4,mildstressor,startle,startle_startle,0,810.89
16,240331_SEFL21H_novstressor_g4,mildstressor,startle,startle_post,0,562.8
17,240331_SEFL21H_novstressor_g5,mildstressor,prepost,bl,0,549.46
17,240331_SEFL21H_novstressor_g5,mildstressor,prepost,post,0,399.55
17,240331_SEFL21H_novstressor_g5,mildstressor,startle,startle_pre,0,647.61
17,240331_SEFL21H_novstressor_g5,mildstressor,startle,startle_startle,0,743.58
17,240331_SEFL21H_novstressor_g5,mildstressor,startle,startle_post,0,442.53
18,240331_SEFL21H_novstressor_g5,mildstressor,prepost,bl,3.02,321.74
18,240331_SEFL21H_novstressor_g5,mildstressor,prepost,post,49.33,100.1
18,240331_SEFL21H_novstressor_g5,mildstressor,startle,startle_pre,0,413.48
18,240331_SEFL21H_novstressor_g5,mildstressor,startle,startle_startle,0,613.76
18,240331_SEFL21H_novstressor_g5,mildstressor,startle,startle_post,38.89,110.41
19,240331_SEFL21H_novstressor_g5,mildstressor,prepost,bl,0.61,394.13
19,240331_SEFL21H_novstressor_g5,mildstressor,prepost,post,32,712.32
19,240331_SEFL21H_novstressor_g5,mildstressor,startle,startle_pre,0,303.62
19,240331_SEFL21H_novstressor_g5,mildstressor,startle,startle_startle,0,916.7
19,240331_SEFL21H_novstressor_g5,mildstressor,startle,startle_post,0,1775.31
20,240331_SEFL21H_novstressor_g5,mildstressor,prepost,bl,0,403.24
20,240331_SEFL21H_novstressor_g5,mildstressor,prepost,post,42.67,108.86
20,240331_SEFL21H_novstressor_g5,mildstressor,startle,startle_pre,0,377.18
20,240331_SEFL21H_novstressor_g5,mildstressor,startle,startle_startle,0,637.78
20,240331_SEFL21H_novstressor_g5,mildstressor,startle,startle_post,0,104.71
21,240331_SEFL21H_novstressor_g6,mildstressor,prepost,bl,0,511.41
21,240331_SEFL21H_novstressor_g6,mildstressor,prepost,post,12,152.18
21,240331_SEFL21H_novstressor_g6,mildstressor,startle,startle_pre,0,430.3
21,240331_SEFL21H_novstressor_g6,mildstressor,startle,startle_startle,0,792.28
21,240331_SEFL21H_novstressor_g6,mildstressor,startle,startle_post,40,75.91
22,240331_SEFL21H_novstressor_g6,mildstressor,prepost,bl,2,280.2
22,240331_SEFL21H_novstressor_g6,mildstressor,prepost,post,60.33,61.49
22,240331_SEFL21H_novstressor_g6,mildstressor,startle,startle_pre,0,482
22,240331_SEFL21H_novstressor_g6,mildstressor,startle,startle_startle,0,724.7
22,240331_SEFL21H_novstressor_g6,mildstressor,startle,startle_post,38.89,107.47
24,240331_SEFL21H_novstressor_g6,mildstressor,prepost,bl,0,355.57
24,240331_SEFL21H_novstressor_g6,mildstressor,prepost,post,23.67,213.11
24,240331_SEFL21H_novstressor_g6,mildstressor,startle,startle_pre,0,174.17
24,240331_SEFL21H_novstressor_g6,mildstressor,startle,startle_startle,0,936.3
24,240331_SEFL21H_novstressor_g6,mildstressor,startle,startle_post,41.11,86.39
25,240331_SEFL21H_novstressor_g6,mildstressor,prepost,bl,0,521.18
25,240331_SEFL21H_novstressor_g6,mildstressor,prepost,post,20.67,262.68
25,240331_SEFL21H_novstressor_g6,mildstressor,startle,startle_pre,0,724.71
25,240331_SEFL21H_novstressor_g6,mildstressor,startle,startle_startle,0,1028.54
25,240331_SEFL21H_novstressor_g6,mildstressor,startle,startle_post,68.89,130.94
26,240331_SEFL21H_novstressor_g7,mildstressor,prepost,bl,0,518.29
26,240331_SEFL21H_novstressor_g7,mildstressor,prepost,post,10,56.44
26,240331_SEFL21H_novstressor_g7,mildstressor,startle,startle_pre,0,447.86
26,240331_SEFL21H_novstressor_g7,mildstressor,startle,startle_startle,0,508.98
26,240331_SEFL21H_novstressor_g7,mildstressor,startle,startle_post,0,36.64
27,240331_SEFL21H_novstressor_g7,mildstressor,prepost,bl,2.87,343.81
27,240331_SEFL21H_novstressor_g7,mildstressor,prepost,post,52.67,69.93
27,240331_SEFL21H_novstressor_g7,mildstressor,startle,startle_pre,0,44.93
27,240331_SEFL21H_novstressor_g7,mildstressor,startle,startle_startle,0,577.19
27,240331_SEFL21H_novstressor_g7,mildstressor,startle,startle_post,87.78,5.91
28,240331_SEFL21H_novstressor_g7,mildstressor,prepost,bl,0,398.18
28,240331_SEFL21H_novstressor_g7,mildstressor,prepost,post,12.67,261.29
28,240331_SEFL21H_novstressor_g7,mildstressor,startle,startle_pre,0,265.81
28,240331_SEFL21H_novstressor_g7,mildstressor,startle,startle_startle,0,794.96
28,240331_SEFL21H_novstressor_g7,mildstressor,startle,startle_post,42.22,94.18
1,240401_SEFL21H_sefltest_g1,sefltest,min,min01,1.83,341.52
1,240401_SEFL21H_sefltest_g1,sefltest,min,min02,11.72,217.41
1,240401_SEFL21H_sefltest_g1,sefltest,min,min03,5.56,287.6
1,240401_SEFL21H_sefltest_g1,sefltest,min,min04,18,201.57
1,240401_SEFL21H_sefltest_g1,sefltest,min,min05,10.61,196.03
1,240401_SEFL21H_sefltest_g1,sefltest,min,min06,7,305.04
1,240401_SEFL21H_sefltest_g1,sefltest,min,min07,2.5,313.69
1,240401_SEFL21H_sefltest_g1,sefltest,min,min08,4.17,279.54
1,240401_SEFL21H_sefltest_g1,sefltest,avg,avg,7.67,267.8
2,240401_SEFL21H_sefltest_g1,sefltest,min,min01,0,293.4
2,240401_SEFL21H_sefltest_g1,sefltest,min,min02,13.22,162.32
2,240401_SEFL21H_sefltest_g1,sefltest,min,min03,18.67,190.57
2,240401_SEFL21H_sefltest_g1,sefltest,min,min04,18.33,188.59
2,240401_SEFL21H_sefltest_g1,sefltest,min,min05,8.89,277.97
2,240401_SEFL21H_sefltest_g1,sefltest,min,min06,6.61,274.26
2,240401_SEFL21H_sefltest_g1,sefltest,min,min07,12.33,213.45
2,240401_SEFL21H_sefltest_g1,sefltest,min,min08,23.28,221.25
2,240401_SEFL21H_sefltest_g1,sefltest,avg,avg,12.69,227.72
3,240401_SEFL21H_sefltest_g1,sefltest,min,min01,19.5,163.7
3,240401_SEFL21H_sefltest_g1,sefltest,min,min02,22.56,99.19
3,240401_SEFL21H_sefltest_g1,sefltest,min,min03,36.5,59.78
3,240401_SEFL21H_sefltest_g1,sefltest,min,min04,19.61,106.03
3,240401_SEFL21H_sefltest_g1,sefltest,min,min05,31.89,86.35
3,240401_SEFL21H_sefltest_g1,sefltest,min,min06,29.28,106.5
3,240401_SEFL21H_sefltest_g1,sefltest,min,min07,43.44,83.48
3,240401_SEFL21H_sefltest_g1,sefltest,min,min08,15.17,111
3,240401_SEFL21H_sefltest_g1,sefltest,avg,avg,27.41,102
4,240401_SEFL21H_sefltest_g1,sefltest,min,min01,0,321.19
4,240401_SEFL21H_sefltest_g1,sefltest,min,min02,5.39,195.48
4,240401_SEFL21H_sefltest_g1,sefltest,min,min03,14.78,218.52
4,240401_SEFL21H_sefltest_g1,sefltest,min,min04,7.78,276.76
4,240401_SEFL21H_sefltest_g1,sefltest,min,min05,3.61,243.55
4,240401_SEFL21H_sefltest_g1,sefltest,min,min06,1.94,295.37
4,240401_SEFL21H_sefltest_g1,sefltest,min,min07,0,282.61
4,240401_SEFL21H_sefltest_g1,sefltest,min,min08,8.44,291.52
4,240401_SEFL21H_sefltest_g1,sefltest,avg,avg,5.24,265.62
5,240401_SEFL21H_sefltest_g2,sefltest,min,min01,1.83,328.27
5,240401_SEFL21H_sefltest_g2,sefltest,min,min02,1.67,338.31
5,240401_SEFL21H_sefltest_g2,sefltest,min,min03,1.67,337.96
5,240401_SEFL21H_sefltest_g2,sefltest,min,min04,0,501.25
5,240401_SEFL21H_sefltest_g2,sefltest,min,min05,0,433.59
5,240401_SEFL21H_sefltest_g2,sefltest,min,min06,0,414.69
5,240401_SEFL21H_sefltest_g2,sefltest,min,min07,4.44,233.38
5,240401_SEFL21H_sefltest_g2,sefltest,min,min08,1.83,436.68
5,240401_SEFL21H_sefltest_g2,sefltest,avg,avg,1.43,378.02
6,240401_SEFL21H_sefltest_g2,sefltest,min,min01,0,196.22
6,240401_SEFL21H_sefltest_g2,sefltest,min,min02,23.78,132.59
6,240401_SEFL21H_sefltest_g2,sefltest,min,min03,40.11,82.14
6,240401_SEFL21H_sefltest_g2,sefltest,min,min04,12.56,172.62
6,240401_SEFL21H_sefltest_g2,sefltest,min,min05,22.61,151.42
6,240401_SEFL21H_sefltest_g2,sefltest,min,min06,17.94,121.19
6,240401_SEFL21H_sefltest_g2,sefltest,min,min07,7.94,180.29
6,240401_SEFL21H_sefltest_g2,sefltest,min,min08,17.78,176.61
6,240401_SEFL21H_sefltest_g2,sefltest,avg,avg,18.1,151.64
7,240401_SEFL21H_sefltest_g2,sefltest,min,min01,1.89,245.5
7,240401_SEFL21H_sefltest_g2,sefltest,min,min02,18.61,132.88
7,240401_SEFL21H_sefltest_g2,sefltest,min,min03,15.67,167.14
7,240401_SEFL21H_sefltest_g2,sefltest,min,min04,26.83,148.89
7,240401_SEFL21H_sefltest_g2,sefltest,min,min05,12.78,157.09
7,240401_SEFL21H_sefltest_g2,sefltest,min,min06,45.39,92.76
7,240401_SEFL21H_sefltest_g2,sefltest,min,min07,8.5,188.29
7,240401_SEFL21H_sefltest_g2,sefltest,min,min08,28.5,82.25
7,240401_SEFL21H_sefltest_g2,sefltest,avg,avg,19.77,151.85
8,240401_SEFL21H_sefltest_g2,sefltest,min,min01,0,458.95
8,240401_SEFL21H_sefltest_g2,sefltest,min,min02,6.33,288.13
8,240401_SEFL21H_sefltest_g2,sefltest,min,min03,1.94,327.18
8,240401_SEFL21H_sefltest_g2,sefltest,min,min04,0,363.34
8,240401_SEFL21H_sefltest_g2,sefltest,min,min05,1.67,249.7
8,240401_SEFL21H_sefltest_g2,sefltest,min,min06,5.33,251.37
8,240401_SEFL21H_sefltest_g2,sefltest,min,min07,1.78,297.08
8,240401_SEFL21H_sefltest_g2,sefltest,min,min08,9.83,225.85
8,240401_SEFL21H_sefltest_g2,sefltest,avg,avg,3.36,307.7
9,240401_SEFL21H_sefltest_g3,sefltest,min,min01,0,403.22
9,240401_SEFL21H_sefltest_g3,sefltest,min,min02,0,485.2
9,240401_SEFL21H_sefltest_g3,sefltest,min,min03,0,449.17
9,240401_SEFL21H_sefltest_g3,sefltest,min,min04,0,404.16
9,240401_SEFL21H_sefltest_g3,sefltest,min,min05,0,401.29
9,240401_SEFL21H_sefltest_g3,sefltest,min,min06,0,458.81
9,240401_SEFL21H_sefltest_g3,sefltest,min,min07,0,533.23
9,240401_SEFL21H_sefltest_g3,sefltest,min,min08,0,402.13
9,240401_SEFL21H_sefltest_g3,sefltest,avg,avg,0.35,442.15
10,240401_SEFL21H_sefltest_g3,sefltest,min,min01,0,253.99
10,240401_SEFL21H_sefltest_g3,sefltest,min,min02,2.33,208.69
10,240401_SEFL21H_sefltest_g3,sefltest,min,min03,6.61,224.71
10,240401_SEFL21H_sefltest_g3,sefltest,min,min04,2.39,214.4
10,240401_SEFL21H_sefltest_g3,sefltest,min,min05,14.61,177.52
10,240401_SEFL21H_sefltest_g3,sefltest,min,min06,7.11,203.51
10,240401_SEFL21H_sefltest_g3,sefltest,min,min07,11.78,168.67
10,240401_SEFL21H_sefltest_g3,sefltest,min,min08,19.94,165.4
10,240401_SEFL21H_sefltest_g3,sefltest,avg,avg,8.1,202.11
11,240401_SEFL21H_sefltest_g3,sefltest,min,min01,0,240.18
11,240401_SEFL21H_sefltest_g3,sefltest,min,min02,7.61,169.26
11,240401_SEFL21H_sefltest_g3,sefltest,min,min03,4.61,199.2
11,240401_SEFL21H_sefltest_g3,sefltest,min,min04,5.56,179.39
11,240401_SEFL21H_sefltest_g3,sefltest,min,min05,2.44,219.17
11,240401_SEFL21H_sefltest_g3,sefltest,min,min06,1.94,222.33
11,240401_SEFL21H_sefltest_g3,sefltest,min,min07,0,245.32
11,240401_SEFL21H_sefltest_g3,sefltest,min,min08,2.39,235.68
11,240401_SEFL21H_sefltest_g3,sefltest,avg,avg,3.07,213.82
12,240401_SEFL21H_sefltest_g3,sefltest,min,min01,0,280.07
12,240401_SEFL21H_sefltest_g3,sefltest,min,min02,7.33,156.75
12,240401_SEFL21H_sefltest_g3,sefltest,min,min03,8.39,191.3
12,240401_SEFL21H_sefltest_g3,sefltest,min,min04,14.44,228.34
12,240401_SEFL21H_sefltest_g3,sefltest,min,min05,16.22,119.61
12,240401_SEFL21H_sefltest_g3,sefltest,min,min06,12.22,186.12
12,240401_SEFL21H_sefltest_g3,sefltest,min,min07,3.56,191.38
12,240401_SEFL21H_sefltest_g3,sefltest,min,min08,10.72,167.9
12,240401_SEFL21H_sefltest_g3,sefltest,avg,avg,9.62,190.18
13,240401_SEFL21H_sefltest_g4,sefltest,min,min01,0,232.92
13,240401_SEFL21H_sefltest_g4,sefltest,min,min02,6.33,234.07
13,240401_SEFL21H_sefltest_g4,sefltest,min,min03,8.56,278.76
13,240401_SEFL21H_sefltest_g4,sefltest,min,min04,2.22,269.64
13,240401_SEFL21H_sefltest_g4,sefltest,min,min05,0,343.91
13,240401_SEFL21H_sefltest_g4,sefltest,min,min06,5.11,316.06
13,240401_SEFL21H_sefltest_g4,sefltest,min,min07,18.33,187.33
13,240401_SEFL21H_sefltest_g4,sefltest,min,min08,3.89,209.74
13,240401_SEFL21H_sefltest_g4,sefltest,avg,avg,5.56,259.05
14,240401_SEFL21H_sefltest_g4,sefltest,min,min01,2.11,276.31
14,240401_SEFL21H_sefltest_g4,sefltest,min,min02,3.33,202.74
14,240401_SEFL21H_sefltest_g4,sefltest,min,min03,0,255.49
14,240401_SEFL21H_sefltest_g4,sefltest,min,min04,11,216.42
14,240401_SEFL21H_sefltest_g4,sefltest,min,min05,2,219.65
14,240401_SEFL21H_sefltest_g4,sefltest,min,min06,2.06,193.15
14,240401_SEFL21H_sefltest_g4,sefltest,min,min07,17.89,181.95
14,240401_SEFL21H_sefltest_g4,sefltest,min,min08,9.83,190.66
14,240401_SEFL21H_sefltest_g4,sefltest,avg,avg,6.26,217.05
15,240401_SEFL21H_sefltest_g4,sefltest,min,min01,3.89,186.05
15,240401_SEFL21H_sefltest_g4,sefltest,min,min02,16.67,150.95
15,240401_SEFL21H_sefltest_g4,sefltest,min,min03,27.44,90.38
15,240401_SEFL21H_sefltest_g4,sefltest,min,min04,28.78,114.43
15,240401_SEFL21H_sefltest_g4,sefltest,min,min05,30.56,100.78
15,240401_SEFL21H_sefltest_g4,sefltest,min,min06,10.17,165.17
15,240401_SEFL21H_sefltest_g4,sefltest,min,min07,8.56,179.34
15,240401_SEFL21H_sefltest_g4,sefltest,min,min08,34.83,149.29
15,240401_SEFL21H_sefltest_g4,sefltest,avg,avg,20.21,142.05
16,240401_SEFL21H_sefltest_g4,sefltest,min,min01,0,451.12
16,240401_SEFL21H_sefltest_g4,sefltest,min,min02,0,394.8
16,240401_SEFL21H_sefltest_g4,sefltest,min,min03,1.67,284.58
16,240401_SEFL21H_sefltest_g4,sefltest,min,min04,0,408.61
16,240401_SEFL21H_sefltest_g4,sefltest,min,min05,0,393.37
16,240401_SEFL21H_sefltest_g4,sefltest,min,min06,5.22,327.07
16,240401_SEFL21H_sefltest_g4,sefltest,min,min07,0,275.26
16,240401_SEFL21H_sefltest_g4,sefltest,min,min08,0,302.66
16,240401_SEFL21H_sefltest_g4,sefltest,avg,avg,0.86,354.68
17,240401_SEFL21H_sefltest_g5,sefltest,min,min01,0,412.21
17,240401_SEFL21H_sefltest_g5,sefltest,min,min02,5.5,211.3
17,240401_SEFL21H_sefltest_g5,sefltest,min,min03,3.94,299.5
17,240401_SEFL21H_sefltest_g5,sefltest,min,min04,4.28,310.18
17,240401_SEFL21H_sefltest_g5,sefltest,min,min05,0,306.05
17,240401_SEFL21H_sefltest_g5,sefltest,min,min06,1.89,369.77
17,240401_SEFL21H_sefltest_g5,sefltest,min,min07,1.94,291.51
17,240401_SEFL21H_sefltest_g5,sefltest,min,min08,2.28,414.09
17,240401_SEFL21H_sefltest_g5,sefltest,avg,avg,2.48,326.83
18,240401_SEFL21H_sefltest_g5,sefltest,min,min01,4.33,259.08
18,240401_SEFL21H_sefltest_g5,sefltest,min,min02,7.5,312.43
18,240401_SEFL21H_sefltest_g5,sefltest,min,min03,13.11,261.5
18,240401_SEFL21H_sefltest_g5,sefltest,min,min04,17,247.81
18,240401_SEFL21H_sefltest_g5,sefltest,min,min05,13.89,245.43
18,240401_SEFL21H_sefltest_g5,sefltest,min,min06,11,235.9
18,240401_SEFL21H_sefltest_g5,sefltest,min,min07,7.39,316.25
18,240401_SEFL21H_sefltest_g5,sefltest,min,min08,2.61,306.14
18,240401_SEFL21H_sefltest_g5,sefltest,avg,avg,9.73,273.07
19,240401_SEFL21H_sefltest_g5,sefltest,min,min01,7.5,288.2
19,240401_SEFL21H_sefltest_g5,sefltest,min,min02,14.5,171.21
19,240401_SEFL21H_sefltest_g5,sefltest,min,min03,12,197.93
19,240401_SEFL21H_sefltest_g5,sefltest,min,min04,26.72,160.26
19,240401_SEFL21H_sefltest_g5,sefltest,min,min05,21.22,217.1
19,240401_SEFL21H_sefltest_g5,sefltest,min,min06,13.61,164.79
19,240401_SEFL21H_sefltest_g5,sefltest,min,min07,12.11,258.41
19,240401_SEFL21H_sefltest_g5,sefltest,min,min08,16.22,259.34
19,240401_SEFL21H_sefltest_g5,sefltest,avg,avg,15.69,214.66
20,240401_SEFL21H_sefltest_g5,sefltest,min,min01,6.5,189.51
20,240401_SEFL21H_sefltest_g5,sefltest,min,min02,16.56,220.82
20,240401_SEFL21H_sefltest_g5,sefltest,min,min03,17.06,182.59
20,240401_SEFL21H_sefltest_g5,sefltest,min,min04,39.89,73.6
20,240401_SEFL21H_sefltest_g5,sefltest,min,min05,24.06,191.7
20,240401_SEFL21H_sefltest_g5,sefltest,min,min06,18.22,191.98
20,240401_SEFL21H_sefltest_g5,sefltest,min,min07,4.56,247.19
20,240401_SEFL21H_sefltest_g5,sefltest,min,min08,9.44,240.47
20,240401_SEFL21H_sefltest_g5,sefltest,avg,avg,17.45,192.23
21,240401_SEFL21H_sefltest_g6,sefltest,min,min01,0,360.98
21,240401_SEFL21H_sefltest_g6,sefltest,min,min02,1.89,363.26
21,240401_SEFL21H_sefltest_g6,sefltest,min,min03,0,358.19
21,240401_SEFL21H_sefltest_g6,sefltest,min,min04,4.11,382.04
21,240401_SEFL21H_sefltest_g6,sefltest,min,min05,3.44,365.53
21,240401_SEFL21H_sefltest_g6,sefltest,min,min06,2.44,309.24
21,240401_SEFL21H_sefltest_g6,sefltest,min,min07,3.78,287.57
21,240401_SEFL21H_sefltest_g6,sefltest,min,min08,0,417.17
21,240401_SEFL21H_sefltest_g6,sefltest,avg,avg,1.96,355.5
22,240401_SEFL21H_sefltest_g6,sefltest,min,min01,0,245.01
22,240401_SEFL21H_sefltest_g6,sefltest,min,min02,7.33,161.82
22,240401_SEFL21H_sefltest_g6,sefltest,min,min03,7.5,179.42
22,240401_SEFL21H_sefltest_g6,sefltest,min,min04,14.28,201.33
22,240401_SEFL21H_sefltest_g6,sefltest,min,min05,10.67,179.08
22,240401_SEFL21H_sefltest_g6,sefltest,min,min06,10.67,159.31
22,240401_SEFL21H_sefltest_g6,sefltest,min,min07,24.33,147.7
22,240401_SEFL21H_sefltest_g6,sefltest,min,min08,12.5,139.15
22,240401_SEFL21H_sefltest_g6,sefltest,avg,avg,11.09,176.6
24,240401_SEFL21H_sefltest_g6,sefltest,min,min01,0,336.88
24,240401_SEFL21H_sefltest_g6,sefltest,min,min02,0,250.74
24,240401_SEFL21H_sefltest_g6,sefltest,min,min03,0,230.9
24,240401_SEFL21H_sefltest_g6,sefltest,min,min04,5.67,230.33
24,240401_SEFL21H_sefltest_g6,sefltest,min,min05,3.5,183.6
24,240401_SEFL21H_sefltest_g6,sefltest,min,min06,3.67,270.24
24,240401_SEFL21H_sefltest_g6,sefltest,min,min07,5.22,214.2
24,240401_SEFL21H_sefltest_g6,sefltest,min,min08,1.89,215.48
24,240401_SEFL21H_sefltest_g6,sefltest,avg,avg,2.49,241.55
25,240401_SEFL21H_sefltest_g6,sefltest,min,min01,0,426.99
25,240401_SEFL21H_sefltest_g6,sefltest,min,min02,2.5,319.84
25,240401_SEFL21H_sefltest_g6,sefltest,min,min03,2.17,370.31
25,240401_SEFL21H_sefltest_g6,sefltest,min,min04,4.89,252.9
25,240401_SEFL21H_sefltest_g6,sefltest,min,min05,2.06,247.47
25,240401_SEFL21H_sefltest_g6,sefltest,min,min06,10.67,288.56
25,240401_SEFL21H_sefltest_g6,sefltest,min,min07,0,305.29
25,240401_SEFL21H_sefltest_g6,sefltest,min,min08,2.44,320.4
25,240401_SEFL21H_sefltest_g6,sefltest,avg,avg,3.09,316.47
26,240401_SEFL21H_sefltest_g7,sefltest,min,min01,1.89,254.77
26,240401_SEFL21H_sefltest_g7,sefltest,min,min02,0,284.17
26,240401_SEFL21H_sefltest_g7,sefltest,min,min03,0,245.51
26,240401_SEFL21H_sefltest_g7,sefltest,min,min04,2.17,254.56
26,240401_SEFL21H_sefltest_g7,sefltest,min,min05,5.72,228.8
26,240401_SEFL21H_sefltest_g7,sefltest,min,min06,15.78,170.79
26,240401_SEFL21H_sefltest_g7,sefltest,min,min07,0,184.88
26,240401_SEFL21H_sefltest_g7,sefltest,min,min08,4.22,252.28
26,240401_SEFL21H_sefltest_g7,sefltest,avg,avg,3.72,234.47
27,240401_SEFL21H_sefltest_g7,sefltest,min,min01,1.78,246.32
27,240401_SEFL21H_sefltest_g7,sefltest,min,min02,21.67,175.85
27,240401_SEFL21H_sefltest_g7,sefltest,min,min03,20.61,191.42
27,240401_SEFL21H_sefltest_g7,sefltest,min,min04,23.83,186.06
27,240401_SEFL21H_sefltest_g7,sefltest,min,min05,33.89,165.62
27,240401_SEFL21H_sefltest_g7,sefltest,min,min06,26.72,107.58
27,240401_SEFL21H_sefltest_g7,sefltest,min,min07,8.33,218.75
27,240401_SEFL21H_sefltest_g7,sefltest,min,min08,29.17,157.08
27,240401_SEFL21H_sefltest_g7,sefltest,avg,avg,20.75,181.09
28,240401_SEFL21H_sefltest_g7,sefltest,min,min01,0,257.37
28,240401_SEFL21H_sefltest_g7,sefltest,min,min02,0,201.73
28,240401_SEFL21H_sefltest_g7,sefltest,min,min03,6.39,214.08
28,240401_SEFL21H_sefltest_g7,sefltest,min,min04,5.28,125.52
28,240401_SEFL21H_sefltest_g7,sefltest,min,min05,5.11,238.09
28,240401_SEFL21H_sefltest_g7,sefltest,min,min06,6.11,246.09
28,240401_SEFL21H_sefltest_g7,sefltest,min,min07,11.78,189.13
28,240401_SEFL21H_sefltest_g7,sefltest,min,min08,5.72,184.79
28,240401_SEFL21H_sefltest_g7,sefltest,avg,avg,5.05,207.1
